MCCL,,,,,,,,,,Naïve,,,,,,,,,
hat_sd,,,,,sd,,,,,hat_sd,,,,,sd,,,,
beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi
0.076199644,0.043515316,0.044790961,0.138923859,0.616785215,-0.247545248,-0.253452337,-0.188025963,-0.393914293,4.349231841,0.06259721,0.024938257,0.029205813,0.096764522,0.524884803,-0.182423739,-0.188601153,-0.220034175,-0.401384832,4.426718423
0.067775759,0.038935856,0.035643147,0.116373458,0.654348867,-0.24747398,-0.280861044,-0.15452757,-0.288552481,4.850405042,0.061898812,0.028755626,0.029042357,0.091438423,0.506128905,-0.070141137,-0.153734917,-0.183330836,-0.522780731,4.309796444
0.058930207,0.033051094,0.028182649,0.097554127,0.845306135,-0.153869017,-0.223803635,-0.212645086,-0.459157846,6.92495006,0.064651855,0.025145788,0.028620105,0.107974989,0.471748466,-0.160893808,-0.206172385,-0.170845248,-0.533215479,3.905863617
0.061406922,0.033741509,0.035688816,0.105380079,0.54137384,-0.0876576,-0.17314649,-0.223241123,-0.560207692,4.49254264,0.060371824,0.028750625,0.027671917,0.088650134,0.459184877,-0.21295042,-0.203835015,-0.23105838,-0.388977923,3.564510499
0.07138543,0.036710193,0.0314431,0.121375281,1.028258552,-0.298256172,-0.301004952,-0.328869944,-0.035257207,6.667704171,0.055369227,0.027104677,0.02379681,0.095932229,0.519068071,0.007259571,-0.203406307,-0.124441227,-0.661326785,4.630353712
0.057373635,0.028444779,0.039231803,0.119896759,0.67607571,-0.133202551,-0.224494692,-0.216073738,-0.422015599,5.613534724,0.051664915,0.025496488,0.026561259,0.087592052,0.572469574,-0.171779499,-0.179938625,-0.234370648,-0.388737566,4.66869906
0.081008953,0.04127643,0.03989006,0.139382991,0.594068194,-0.192078254,-0.284191392,-0.199064239,-0.310334072,4.495932744,0.053397759,0.025832513,0.024099197,0.085444632,0.539991077,-0.097971577,-0.213869787,-0.208398323,-0.441953819,4.888404381
0.063866479,0.03089677,0.032859122,0.123621953,0.967283548,-0.161559486,-0.285029708,-0.205398578,-0.290723533,6.204089401,0.05709212,0.024451579,0.025796043,0.094836148,0.526872652,-0.104549443,-0.173904433,-0.224016026,-0.462481237,4.789616396
0.06484148,0.032093411,0.034406777,0.125556491,0.566019584,-0.253419032,-0.223439845,-0.197628343,-0.290607911,4.244400965,0.061548655,0.030193472,0.022285701,0.106123334,0.57385123,-0.040400953,-0.127260526,-0.180876055,-0.633871317,4.888498583
0.075456463,0.038986196,0.038868784,0.143213076,0.619509697,-0.311423795,-0.30479066,-0.252577531,-0.154388404,5.136240956,0.063174958,0.027199699,0.029785961,0.094632494,0.494989488,-0.064924013,-0.196325285,-0.176846394,-0.535837143,3.98608238
0.063296266,0.02937136,0.035124343,0.106112515,0.727800503,-0.226753614,-0.252525978,-0.225012202,-0.217457883,6.211135183,0.062555545,0.025297889,0.029837581,0.097569672,0.522602819,-0.206601475,-0.222960058,-0.205108581,-0.362262368,4.511707208
0.064035128,0.03247563,0.037454285,0.109675924,0.847871792,-0.247710963,-0.297690655,-0.28191837,-0.141806021,6.315458616,0.053039027,0.026012203,0.024000184,0.08506469,0.562043625,-0.174082078,-0.231316726,-0.153113001,-0.390947438,5.412378354
0.063131895,0.032659854,0.040712888,0.114416598,0.729653887,-0.143997743,-0.207434378,-0.228650752,-0.388795665,6.449149264,0.065538346,0.027640888,0.026199518,0.097352094,0.43725188,-0.093468706,-0.213508339,-0.16366072,-0.539189358,3.877227388
0.056595672,0.034758398,0.034310044,0.105544425,0.940028201,-0.233078403,-0.278705371,-0.240234023,-0.25268402,6.065043956,0.056599578,0.026901806,0.023002862,0.092823003,0.534030832,-0.091171859,-0.18832636,-0.152261092,-0.576760086,4.638990161
0.071248293,0.034268935,0.03700177,0.125547971,0.790741588,-0.312989734,-0.204558323,-0.330722049,-0.138497139,5.231633572,0.061270162,0.032777791,0.027598746,0.090287982,0.480543754,-0.198311092,-0.146750873,-0.223779409,-0.465520046,3.998066154
0.085905999,0.039775864,0.043932501,0.151287708,0.600463692,-0.322208858,-0.255540716,-0.252583604,-0.173264494,4.117116514,0.053691344,0.022878912,0.024263779,0.087576616,0.605088382,-0.127217025,-0.21654752,-0.206906905,-0.375424791,5.39557753
0.081432607,0.041135834,0.039071551,0.13276786,0.771100816,-0.381234976,-0.294333146,-0.262500837,-0.137930722,4.822506345,0.061782708,0.027478176,0.026824781,0.101689062,0.49659066,-0.156091651,-0.211914117,-0.198078244,-0.515799564,4.084120803
0.071815051,0.037561633,0.034729319,0.122360962,0.754883582,-0.076514248,-0.200527197,-0.221033932,-0.502866507,5.347929328,0.058835915,0.027347055,0.02263279,0.088910765,0.622091748,-0.1213207,-0.223378036,-0.209709648,-0.462557702,5.225654616
0.085523329,0.03315571,0.045404638,0.161997927,0.665814457,-0.310614712,-0.274517305,-0.26999138,-0.187190176,4.688009198,0.064347782,0.030499421,0.023975825,0.096519235,0.543987788,-0.068027845,-0.122586638,-0.222659866,-0.596548638,4.338300637
0.07139318,0.038910846,0.040255368,0.133362417,0.55820782,-0.307674084,-0.253044716,-0.248830081,-0.260015144,3.922068986,0.065977296,0.028137809,0.029474741,0.099796103,0.465503909,-0.197495848,-0.245173492,-0.175640185,-0.411194058,4.149445662
0.074353997,0.042019692,0.035890174,0.128276778,0.761996561,-0.29616181,-0.28858752,-0.241323988,-0.129081205,5.487080747,0.062636478,0.032552471,0.030678349,0.106886173,0.489317105,-0.225428603,-0.155928511,-0.189531864,-0.549400733,4.23008268
0.071989294,0.041419494,0.032840752,0.130920319,0.702100509,-0.326793883,-0.266459848,-0.305484764,-0.098129495,4.199910952,0.062686975,0.029615535,0.027552677,0.10939932,0.437710991,-0.300187606,-0.246804017,-0.210767391,-0.229022847,4.082828426
0.080497514,0.045465482,0.044699877,0.164563643,0.661134571,-0.353766732,-0.286806299,-0.303570951,-0.030308455,4.420162348,0.058079038,0.024742723,0.025928539,0.087318297,0.466580785,-0.093527715,-0.195374833,-0.197288903,-0.586400661,4.370294763
0.074087939,0.038775141,0.036124585,0.116280128,0.668603107,-0.185452888,-0.231524025,-0.219966038,-0.414794977,5.253076066,0.052817496,0.028323267,0.02595613,0.088159576,0.55848826,-0.084833473,-0.172874205,-0.214390189,-0.601686494,4.563373158
0.079431788,0.041322849,0.037485883,0.149186679,0.806836868,-0.328569253,-0.258177643,-0.289993515,0.018783764,6.300339691,0.057674017,0.028410322,0.022852349,0.089225775,0.535406132,-0.102342032,-0.171781581,-0.190664434,-0.555580305,4.605217368
0.067823147,0.028523339,0.038401019,0.109067557,0.74203966,-0.233241074,-0.192146586,-0.28312483,-0.270599377,5.272712908,0.065650056,0.028383111,0.028848424,0.107487608,0.441373974,-0.187744295,-0.19790661,-0.22698865,-0.397900409,3.939679278
0.06976112,0.034239163,0.032118695,0.121969879,0.904228026,-0.317050271,-0.326734157,-0.261549367,-0.123687384,5.851913317,0.078380185,0.030996194,0.035642933,0.126175701,0.37053934,-0.161455609,-0.145997736,-0.176275378,-0.540481117,3.366486206
0.056818858,0.041914123,0.030113768,0.10036589,0.746844844,-0.299819015,-0.251952133,-0.228564534,-0.235809029,5.209764361,0.065167622,0.028976986,0.028510072,0.095348961,0.500321343,-0.087662175,-0.194187311,-0.124763434,-0.610964417,4.071304631
0.074176641,0.037130807,0.036238654,0.11543191,0.611618213,-0.2411414,-0.246192103,-0.192753488,-0.310631891,4.522363884,0.052633107,0.027660116,0.02605046,0.082646099,0.596556681,-0.092806417,-0.15563057,-0.222475245,-0.502876811,5.121008741
0.073933469,0.043087776,0.039597331,0.137531704,0.586005774,-0.218624274,-0.247873937,-0.277987862,-0.225269916,4.781324983,0.050882216,0.02221253,0.024864148,0.081452612,0.574843399,-0.148285879,-0.196603749,-0.171003929,-0.552106548,5.603091568
0.076504667,0.037492721,0.044095638,0.132458523,0.675682641,-0.274844337,-0.233303244,-0.297782533,-0.180433385,4.568341128,0.065523577,0.032152063,0.031575532,0.096219421,0.413491698,-0.170908228,-0.203905828,-0.155325419,-0.517665602,3.551367925
0.07570387,0.036194621,0.037906425,0.131244978,0.776838393,-0.111537341,-0.174025675,-0.234286741,-0.454401885,5.663914423,0.078065281,0.0338726,0.034681573,0.12044185,0.480418941,-0.20602309,-0.175886409,-0.210476398,-0.407746551,3.976280463
0.051214889,0.036093465,0.031029657,0.09692796,0.727013237,-0.203948538,-0.290980295,-0.171827809,-0.301454783,5.654632485,0.057666454,0.022661171,0.023909212,0.078819405,0.715075038,-0.196375402,-0.203408524,-0.205376805,-0.354676682,5.280438748
0.066331155,0.031963722,0.042265314,0.118452739,0.70882428,-0.305859723,-0.272097538,-0.270280538,-0.08275675,5.327603612,0.054771991,0.023773064,0.025296837,0.081134312,0.561410027,-0.060501085,-0.132829746,-0.211846633,-0.547223485,5.355987473
0.084031934,0.047110949,0.034511906,0.155584396,0.568568917,-0.220783883,-0.216290571,-0.262736553,-0.306056981,4.260370619,0.064732585,0.02548009,0.028466764,0.098182405,0.445260899,-0.195699045,-0.176579944,-0.211015628,-0.519646024,3.913275221
0.070547076,0.037576601,0.035033795,0.128344314,0.82188817,-0.263826725,-0.271548921,-0.238445993,-0.156584869,4.948237552,0.066349259,0.028130141,0.023679752,0.107232625,0.579609171,-0.154232747,-0.216017384,-0.195554052,-0.388787991,5.009957276
0.066732895,0.024935062,0.037241553,0.118652899,1.076763926,-0.229312888,-0.262980491,-0.22089995,-0.260043906,7.414466986,0.072110668,0.027012331,0.028383025,0.118382239,0.518535059,-0.27133184,-0.165994451,-0.21688084,-0.369791673,4.421960725
0.074844852,0.039995123,0.03675305,0.137113808,0.721224135,-0.279595756,-0.255206828,-0.287231593,-0.135271817,4.826233316,0.054088649,0.027890369,0.026149642,0.091587864,0.527798251,-0.157981939,-0.223395892,-0.196440143,-0.477040591,4.956719375
0.065567972,0.032294782,0.031648953,0.105580311,0.731396934,-0.259465896,-0.307385696,-0.234309974,-0.130911501,5.277901754,0.057231632,0.023947597,0.023593705,0.08841806,0.721398849,-0.217823204,-0.202986073,-0.208221584,-0.376401375,5.301937912
0.078880059,0.043837999,0.03985636,0.143892468,0.529268929,-0.297101235,-0.237594952,-0.284317945,-0.266916836,3.918734831,0.060282733,0.024418184,0.023700215,0.090345314,0.60292062,-0.058352073,-0.151900707,-0.175213157,-0.60324794,5.191469807
0.068169796,0.033912489,0.034956658,0.120607784,0.734465946,-0.15711475,-0.216078916,-0.269038151,-0.29927838,5.192818947,0.062623909,0.026390873,0.029894098,0.105334072,0.439328894,-0.244304885,-0.213888927,-0.237977659,-0.416088784,4.015473372
0.06667545,0.031981235,0.034505921,0.124108885,0.954316276,-0.17425539,-0.267219474,-0.196171733,-0.387750125,6.705103257,0.06350011,0.029971266,0.027457869,0.098705576,0.477032859,-0.233045314,-0.230408537,-0.203259973,-0.355825484,4.023637468
0.075283744,0.044124901,0.033984194,0.143315857,0.510999329,-0.150137443,-0.24541194,-0.181824083,-0.443229285,4.118573803,0.062716363,0.026005764,0.025958839,0.112383136,0.579426897,-0.134047556,-0.190572274,-0.198982855,-0.472907193,4.675422667
0.063266787,0.029767336,0.035898087,0.093861279,0.654539878,-0.346354176,-0.24553333,-0.314549161,-0.13680624,4.804456242,0.057094395,0.027001646,0.026984754,0.096110336,0.500560945,-0.112813272,-0.212824275,-0.184142323,-0.494236925,4.546872121
0.072282626,0.030270851,0.03358966,0.126004482,0.605775868,-0.233213741,-0.186753581,-0.273538201,-0.328820946,4.644146817,0.059975301,0.026977107,0.025637349,0.098113168,0.509812436,-0.264691667,-0.243140647,-0.209826781,-0.223573904,4.839319366
0.063916514,0.036677659,0.035674089,0.125407663,0.931876092,-0.245834019,-0.265450876,-0.277111906,-0.142168728,6.680551425,0.061248998,0.02534882,0.025019756,0.095421374,0.497305507,-0.181541025,-0.230203221,-0.181353472,-0.409616898,4.378011961
0.058306875,0.031638401,0.029229516,0.100901473,1.05689558,-0.30970482,-0.255617988,-0.317694791,-0.101436202,7.848794387,0.056498539,0.029534093,0.025883407,0.08944705,0.579740547,-0.221921463,-0.169908629,-0.245974511,-0.303887378,4.664698611
0.070030181,0.041785773,0.041584333,0.11613651,0.576352995,-0.253515626,-0.291893221,-0.136383137,-0.335006468,4.111954881,0.052849488,0.027434789,0.026079753,0.090249507,0.526590826,-0.176401752,-0.197660718,-0.210758051,-0.432369213,4.642218582
0.062507185,0.031923217,0.030499928,0.121821803,0.961426824,-0.33746899,-0.269779527,-0.262799306,-0.112275659,7.165901857,0.055583592,0.022842081,0.023508003,0.099068357,0.62116569,-0.187261436,-0.19591855,-0.215971567,-0.308604509,5.218658294
0.079707792,0.036622077,0.039695907,0.139854432,0.610741585,-0.488451414,-0.330445243,-0.374022437,0.157849187,5.156334237,0.064284121,0.026805348,0.027199998,0.092287471,0.482955999,-0.032194834,-0.128238423,-0.200880732,-0.689578422,4.210475421
0.0694238,0.036508158,0.029158608,0.114712707,1.006277019,-0.19277452,-0.276960768,-0.237547484,-0.320469136,6.677371015,0.063853846,0.0291106,0.026339195,0.103862046,0.412704263,-0.156105506,-0.188214347,-0.204389,-0.50636074,4.033426874
0.065762086,0.037263515,0.029787891,0.121835476,0.512397354,-0.2546657,-0.20463567,-0.257077332,-0.33484433,4.354244806,0.074759882,0.031648343,0.030910869,0.118848235,0.474974334,-0.059815745,-0.133445611,-0.164917863,-0.635216978,3.970026391
0.064527943,0.036733197,0.035877549,0.107957447,0.540193841,-0.214503261,-0.177803549,-0.278476155,-0.297221295,5.144132489,0.05560517,0.027232225,0.024259567,0.082897156,0.606450942,-0.088232548,-0.163752905,-0.195575296,-0.529094573,5.174728766
0.076617749,0.037218318,0.051960542,0.148420956,1.153236187,-0.386108748,-0.334856532,-0.297837829,-0.006668609,5.725053336,0.050285036,0.022053499,0.023905293,0.084595433,0.660970291,-0.128086635,-0.200610846,-0.217856335,-0.483925482,6.090640017
0.067015915,0.03808825,0.04615088,0.122816289,0.749490568,-0.220542182,-0.282537982,-0.234830161,-0.330721026,5.104870758,0.057656275,0.023983687,0.021817978,0.08775669,0.495332011,-0.116426827,-0.178375075,-0.238859001,-0.526401556,4.519813392
0.061879097,0.048942268,0.03609656,0.111489076,0.726934984,-0.285948988,-0.262687764,-0.266837957,-0.189751681,5.037746534,0.05429697,0.029168853,0.026627766,0.096207526,0.490589602,-0.056675207,-0.187805201,-0.199291905,-0.550421457,4.58607468
0.074509091,0.03625632,0.033763881,0.129208134,0.991299717,-0.289402217,-0.244464956,-0.301771107,-0.200078359,6.180640926,0.053777285,0.028234393,0.021116181,0.090587984,0.559592338,-0.081197863,-0.209254945,-0.228686052,-0.486439705,5.389049916
0.068457677,0.036658376,0.03354028,0.119371362,0.622945639,-0.322491861,-0.245582421,-0.217242376,-0.193225646,4.776499559,0.062811055,0.02533461,0.026259017,0.096258437,0.52338387,-0.236393373,-0.199987983,-0.230013314,-0.349391287,4.41022606
0.096178444,0.041397452,0.046803313,0.175821447,0.557326617,-0.184435753,-0.245647249,-0.220372758,-0.32440718,4.559602024,0.059707636,0.026716221,0.026160157,0.096251315,0.674768053,-0.164790865,-0.210861037,-0.138273968,-0.50005586,5.340468702
0.074532444,0.033899595,0.03339709,0.12575365,0.603599815,-0.252508763,-0.23033929,-0.228982221,-0.251494758,4.385128847,0.062359215,0.030896689,0.026433941,0.09512892,0.481825584,-0.300252154,-0.221342023,-0.274171825,-0.321811262,4.184232923
0.079494533,0.036598388,0.03160381,0.126226072,0.625178045,-0.203261894,-0.203720646,-0.252231819,-0.357240418,4.56026852,0.060984174,0.02800667,0.033397316,0.090289505,0.437082958,-0.218101997,-0.183909699,-0.252260022,-0.388146436,4.044187745
0.069061287,0.03158286,0.038758728,0.120055767,0.625793779,-0.376141488,-0.232494522,-0.352842875,-0.097400943,4.979107892,0.059238437,0.02873658,0.027292183,0.107996708,0.473434728,-0.14398913,-0.199838309,-0.148720314,-0.50320896,4.099186973
0.059480505,0.031884627,0.033028221,0.102022257,0.654147587,-0.25803052,-0.267756824,-0.228567594,-0.279647652,4.905611795,0.061579163,0.027543201,0.025510624,0.091772746,0.487735364,-0.09123202,-0.190632566,-0.20048166,-0.58231867,4.554100442
0.061095288,0.035042234,0.035116898,0.106549783,0.862653239,-0.258269614,-0.248779442,-0.273839297,-0.125073267,6.541980681,0.059863316,0.024318738,0.023685315,0.088469436,0.499416698,-0.146774032,-0.203712048,-0.174719104,-0.437349526,4.205667536
0.068653671,0.038481761,0.038386878,0.123717016,0.635689482,-0.291531713,-0.288727021,-0.207000447,-0.254187362,4.705206803,0.077855276,0.02949199,0.034901364,0.124485771,0.436815229,-0.209552703,-0.223125365,-0.214198403,-0.413762626,3.540675545
0.047602338,0.032825542,0.027025186,0.081858014,1.021589101,-0.182377872,-0.268198324,-0.231246508,-0.31959625,7.461793052,0.060206187,0.026753104,0.027960685,0.09290295,0.526470491,-0.173343082,-0.179785839,-0.185307422,-0.408994691,4.591249901
0.059338343,0.033185675,0.040075943,0.102641783,0.971703562,-0.155177142,-0.235420365,-0.240887272,-0.362368114,6.538794422,0.05945171,0.024492717,0.027248974,0.102560483,0.503957069,-0.046086595,-0.138721846,-0.203301664,-0.672932383,4.832642931
0.07963221,0.036762359,0.043854371,0.153627118,0.722747624,-0.311097381,-0.265779294,-0.292986519,-0.14960045,4.842149705,0.060208529,0.022170647,0.029043842,0.099800356,0.527731575,-0.07872697,-0.148207608,-0.223317327,-0.570619032,4.193081558
0.072828549,0.041359227,0.034898918,0.118500725,0.503275623,-0.224548087,-0.190330633,-0.236378804,-0.40134221,3.778902735,0.058142277,0.028270394,0.029820356,0.094234969,0.468818559,-0.273347073,-0.23242365,-0.222422611,-0.3205679,3.891275308
0.064940038,0.033676713,0.03146597,0.104743294,0.613509664,-0.279486142,-0.310745185,-0.185652864,-0.331959311,4.746347336,0.069221103,0.033491267,0.028198146,0.111075849,0.533973595,0.002734989,-0.191791545,-0.172608243,-0.665641855,4.354686354
0.065906818,0.032983915,0.030632831,0.113833166,0.490940499,-0.320082433,-0.228096832,-0.23094933,-0.229525846,4.150462871,0.068558375,0.030631418,0.029723172,0.119491545,0.483906981,-0.117980446,-0.146815265,-0.215721404,-0.534252767,4.129440836
0.066844206,0.031336953,0.040943938,0.122739944,0.67565652,-0.114445884,-0.184206616,-0.256239702,-0.448243903,5.889743543,0.067309894,0.030267872,0.030264841,0.102989287,0.485905947,-0.158722358,-0.15635645,-0.18703458,-0.586271935,4.316322606
0.077934482,0.043345963,0.034973466,0.140106021,0.764829023,-0.303940547,-0.315770242,-0.181770019,-0.073872165,5.21662069,0.057758856,0.02944437,0.031244075,0.093694204,0.474052103,-0.217149333,-0.254948687,-0.141629254,-0.417542106,3.724055002
0.070542901,0.036507176,0.032158206,0.121075984,0.474445893,-0.281243367,-0.260845651,-0.199222773,-0.332041955,4.768437442,0.071983523,0.029841144,0.031280966,0.117980859,0.440571926,-0.184878801,-0.214516511,-0.198181683,-0.404976933,3.760751121
0.07340179,0.036757483,0.03984977,0.1240664,0.682696961,-0.396282295,-0.266156976,-0.311759062,0.017089619,4.683245341,0.052948522,0.025778211,0.028108848,0.092373141,0.506584343,-0.196695621,-0.23420892,-0.157593722,-0.391280022,4.525036563
0.06694397,0.039748669,0.031331427,0.122881153,0.740939112,-0.2687186,-0.256035303,-0.228808922,-0.208727108,5.313824599,0.065610976,0.026022958,0.029466468,0.101322199,0.5478027,-0.17510409,-0.236939091,-0.168398245,-0.445484824,4.789021578
0.07249083,0.041021074,0.037934387,0.121225296,0.739102962,-0.20157271,-0.243176585,-0.262039058,-0.207384331,5.478825692,0.068334506,0.026551015,0.033029344,0.114605355,0.462163912,-0.306657397,-0.257148084,-0.226016286,-0.210345494,4.038991484
0.080829162,0.043849048,0.039354508,0.144473918,0.493547829,-0.304323588,-0.255768972,-0.193675967,-0.300301841,3.693076245,0.054749347,0.025080343,0.023931881,0.079844916,0.524322633,-0.027432244,-0.190620293,-0.134372664,-0.622133536,4.679706954
0.070035987,0.034713634,0.035336321,0.119603456,0.586700275,-0.20296498,-0.232669077,-0.251580486,-0.446760505,4.315516535,0.062373337,0.024546661,0.024557254,0.088780349,0.58926707,-0.09776687,-0.133566753,-0.212263731,-0.580514962,4.690755164
0.068097475,0.033203658,0.037032126,0.111841095,0.680324696,-0.305810172,-0.261139901,-0.300531067,-0.15366329,5.160152744,0.05720373,0.022827678,0.023052132,0.083644295,0.656757715,-0.115688761,-0.202258112,-0.212312224,-0.444353211,5.323398278
0.065628004,0.04163171,0.040040142,0.115048757,0.657892886,-0.276578556,-0.27102967,-0.260745763,-0.146249511,4.522156857,0.059658345,0.027582164,0.023488122,0.095675641,0.535567031,-0.154984502,-0.208122716,-0.222305415,-0.436543723,4.599020189
0.068271263,0.040728547,0.034944864,0.117067498,0.64295475,-0.191643475,-0.206104883,-0.268504283,-0.282941767,5.550360018,0.066998389,0.027971017,0.028511271,0.108376749,0.558897127,-0.104178672,-0.200998324,-0.152634102,-0.544627246,4.32935732
0.061290694,0.038422571,0.033365643,0.119888637,0.681679565,-0.142562018,-0.308031536,-0.194014904,-0.326400658,4.491704983,0.070753823,0.026520538,0.034093359,0.120435451,0.479518881,-0.204658508,-0.231234396,-0.186145179,-0.411428381,4.11612429
0.057473683,0.02782067,0.028628543,0.091960131,0.904956416,-0.2036682,-0.205446683,-0.254907304,-0.372885772,6.279867242,0.064016951,0.025639067,0.024171458,0.10173673,0.549674412,-0.177205593,-0.243673517,-0.195607419,-0.385258785,5.171549232
0.066701241,0.039799223,0.030107964,0.120258776,0.68900526,-0.240549652,-0.240048831,-0.2481023,-0.166744638,4.970473156,0.065078762,0.027659003,0.028594715,0.101341453,0.438217476,-0.167011659,-0.179527179,-0.200346368,-0.522147038,3.958037152
0.077942217,0.041224965,0.035661914,0.12936113,0.484314493,-0.225766278,-0.217107771,-0.219364577,-0.349901293,3.898549152,0.064087813,0.02754631,0.030795243,0.117232812,0.474247925,-0.216129091,-0.185129878,-0.232055188,-0.411680861,4.373792824
0.068171359,0.032918404,0.033508701,0.122412534,0.724660436,-0.132906475,-0.209863741,-0.227321692,-0.404747,5.606957781,0.06866073,0.025889417,0.029778895,0.108762658,0.555401175,-0.004546879,-0.14164943,-0.162475673,-0.695210567,5.117382495
0.071090787,0.036248352,0.034520149,0.1252942,0.769737379,-0.230057684,-0.230165824,-0.254760326,-0.325165657,5.859729132,0.061409339,0.028501428,0.032469033,0.105793081,0.426158497,-0.207395689,-0.237620804,-0.177726033,-0.400541462,3.866515785
0.078475625,0.038781961,0.035587136,0.139594076,0.783075701,-0.287928145,-0.263199675,-0.214164779,-0.253221507,5.26546561,0.057306129,0.025844421,0.023760264,0.090942288,0.489992454,-0.185623422,-0.139797669,-0.24584278,-0.460667032,4.492126956
0.071593997,0.040402922,0.036097002,0.134427468,0.93311543,-0.248755199,-0.241839626,-0.278684818,-0.217027301,6.079573396,0.056243588,0.022271032,0.026707067,0.092037296,0.53167139,-0.203357114,-0.239504763,-0.21827085,-0.385581057,4.896146025
0.080909614,0.040594654,0.036399711,0.142758496,0.815489523,-0.257095103,-0.290688265,-0.189249643,-0.20330922,5.173151243,0.055167503,0.026505191,0.026961415,0.092696841,0.425996977,-0.142701447,-0.17761107,-0.210184098,-0.449982118,4.553498226
0.069453789,0.033563847,0.048364866,0.133605232,0.741989494,-0.234267909,-0.246918414,-0.275043834,-0.179946981,4.795330637,0.052279284,0.028043664,0.030014862,0.103079008,0.561558913,-0.232937495,-0.191310174,-0.248812007,-0.319380563,4.740914462
0.061195338,0.037866421,0.041812288,0.111570672,0.760443672,-0.191039374,-0.177609374,-0.273952409,-0.322746977,5.31553614,0.063593124,0.029801085,0.027812053,0.105063137,0.509781371,-0.24059102,-0.206474141,-0.190967214,-0.376312128,4.220452895
0.07925733,0.041022191,0.037015694,0.142700917,0.678662198,-0.250421624,-0.250116477,-0.246398285,-0.265873587,4.816271959,0.061794234,0.024931621,0.025679043,0.097113706,0.58562128,-0.077028722,-0.208189984,-0.179405721,-0.490514241,4.593360899
0.080128672,0.042964108,0.047504038,0.145041837,0.602937157,-0.45558752,-0.282477991,-0.288516868,0.079347868,4.746115789,0.065316734,0.029759361,0.026440916,0.101560042,0.542133699,-0.158502893,-0.186822673,-0.195505975,-0.506764003,4.561919653
0.072030615,0.048617574,0.037182616,0.140743371,0.750752892,-0.31026458,-0.312983359,-0.288881007,-0.051037198,5.310226485,0.058754188,0.027207543,0.02947915,0.102337623,0.489867048,-0.2462426,-0.225917336,-0.150740227,-0.39114975,4.364656116
0.063250495,0.037105723,0.034260482,0.111403772,0.649056123,-0.282574725,-0.23788338,-0.26984177,-0.20507266,4.734490354,0.060955577,0.029449841,0.026979503,0.110238573,0.445266458,-0.202610601,-0.204510748,-0.225455591,-0.307705337,4.006192746
0.066433808,0.037376579,0.039726476,0.116740986,0.568365677,-0.186427032,-0.198308831,-0.234609286,-0.338878677,4.480302752,0.061606425,0.031488407,0.03361294,0.104421166,0.450316099,-0.1837171,-0.20987075,-0.166961381,-0.552527511,3.567796427
0.064366532,0.034122418,0.031069666,0.117306483,0.700752764,-0.239585572,-0.271778838,-0.223959906,-0.229431787,5.27708341,0.060603572,0.027068798,0.02616359,0.0873045,0.456650502,-0.092058126,-0.123919644,-0.183104055,-0.575027311,4.143149422
0.072970625,0.03671013,0.0393208,0.127171562,0.701437458,-0.340262985,-0.319104416,-0.231001294,-0.099393297,5.142228077,0.066355196,0.024222043,0.028929755,0.103621848,0.507587384,-0.138848498,-0.217416438,-0.178139568,-0.471196218,4.427753371
0.06168086,0.041494668,0.034369528,0.106991999,0.520722306,-0.251259162,-0.249829119,-0.215426463,-0.385566841,4.112716025,0.062404537,0.029303913,0.025096378,0.101624419,0.453710321,-0.111889552,-0.193817765,-0.176187317,-0.597817627,4.119862829
0.063677624,0.039740106,0.031840524,0.114939779,0.848889187,-0.301044242,-0.246473688,-0.293334751,-0.151770131,6.265054987,0.059324436,0.031185712,0.026643552,0.098638467,0.541954402,-0.333213874,-0.308380466,-0.232166578,-0.154157375,4.098975688
0.076773323,0.038219455,0.041944683,0.121161802,0.467348289,-0.157455565,-0.271116995,-0.161388547,-0.456936598,3.754776654,0.056758736,0.024028615,0.026468372,0.102562976,0.559078874,-0.122747659,-0.151296764,-0.225837461,-0.481577915,5.148813673
0.072333247,0.035723585,0.033848722,0.131312855,0.748708516,-0.332088572,-0.294057652,-0.292351368,-0.095710224,5.369236301,0.050752824,0.025180339,0.024779884,0.080948609,0.606010216,-0.182111494,-0.153421753,-0.216488777,-0.467213322,5.566465614
0.066790985,0.030301222,0.039398046,0.106023372,0.843691951,-0.289175014,-0.292885909,-0.249997616,-0.162552127,5.489118028,0.051384502,0.023586852,0.022345509,0.082569845,0.511298833,-0.252583496,-0.27040267,-0.197655325,-0.322794685,4.346625143
0.066879316,0.032958217,0.044689023,0.125759953,0.733959154,-0.228067084,-0.234009586,-0.298525573,-0.248908263,5.199479503,0.065698154,0.03491514,0.030997235,0.100957883,0.421751105,-0.11364633,-0.18285984,-0.140853096,-0.572126019,3.70838039
0.061676512,0.038391648,0.045470279,0.113451294,0.730501747,-0.319838633,-0.239396806,-0.311349027,-0.144501322,5.722454825,0.069503299,0.028722896,0.030518785,0.106332026,0.461481331,-0.130742506,-0.175867394,-0.178585208,-0.596669575,3.440566615
0.064705227,0.027792528,0.031931617,0.107324305,0.63074728,-0.288548914,-0.214219785,-0.23073933,-0.323527105,4.166048138,0.059857249,0.030310904,0.027114056,0.095902419,0.523717664,-0.207552115,-0.198137952,-0.229553976,-0.36951713,4.14443439
