MCCL1,,,,,MCCL2,,,,,Naive,,,,
beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi
-0.340333699,-0.276073045,-0.281277832,-0.132578758,5.33298313519872,-0.270586996,-0.305803057,-0.214577441,-0.139332978,5.54431342917514,-0.044307582,-0.226535558,-0.113207728,-0.218343649,4.59963191156182
-0.249632133,-0.148310824,-0.302450706,-0.277142253,5.12239828043192,-0.31620246,-0.33222681,-0.110967872,-0.122297298,4.49821588669783,-0.211971211,-0.172399946,-0.352113936,-0.229343779,4.40148524898249
-0.27698007,-0.298505404,-0.23163848,-0.4560423,5.92709508808628,-0.361451785,-0.322024974,-0.232766679,-0.343562952,5.98535974024679,-0.194913478,-0.259010734,-0.1831647,-0.274020763,4.81946918608997
-0.548297988,-0.300789038,-0.34442271,0.1723605539269,5.11656995261612,-0.457298843,-0.308179219,-0.334173935,0.195511275752083,5.8198288646287,-0.260003272,-0.212800207,-0.246829311,-0.208628597,5.23555115607565
-0.013221134,-0.260326054,-0.12158635,-0.372359861,4.69868767134341,-0.234764446,-0.235446609,-0.318519175,0.126470831861143,4.53504419274627,-0.175234919,-0.219000809,-0.251583196,-0.3672266,5.79803855903159
-0.366265702,-0.271170222,-0.347385709,0.00325996155975878,5.37006563926361,-0.388242124,-0.27152188,-0.255636755,0.0283300280571227,5.19354933124881,-0.119360761,-0.198903277,-0.243388498,-0.458533558,4.78425313317006
-0.266314211,-0.235321783,-0.313642907,-0.293062614,5.07966892587184,-0.138548286,-0.112006478,-0.397263174,-0.118389048,4.5533694290718,-0.273027057,-0.225820406,-0.276111225,-0.366575199,4.80904286184112
-0.350356074,-0.342968715,-0.288724202,0.0234792332098347,4.83328178217987,-0.207762741,-0.19743746,-0.370697649,0.0375097024036988,4.64007894521949,-0.153175528,-0.243487373,-0.193966283,-0.564043026,5.24307834116766
-0.779078139,-0.454972586,-0.302493769,0.288825505015898,6.48314184109364,-0.535187384,-0.326671579,-0.495788116,0.140160030697553,5.18512918899851,-0.235098228,-0.26550769,-0.204425118,-0.327314911,5.43084388834979
-0.128206194,-0.198708854,-0.234640714,-0.528736304,5.00799465000432,-0.364515989,-0.314586253,-0.199234373,-0.26005842,6.39533532443486,0.052512241181547,-0.13131003,-0.219104798,-0.604944242,4.56040582499941
-0.071682022,-0.199515643,-0.173489714,-0.447204775,5.65529474869061,-0.238642895,-0.137889741,-0.266754697,-0.396840034,5.74585757108805,-0.456087278,-0.283088342,-0.339028288,0.0324315470965623,5.61451181149843
-0.084569555,-0.136537353,-0.234109106,-0.448173724,5.00284720595477,-0.256367673,-0.182271602,-0.280146666,-0.223334991,5.78122468461425,-0.386334861,-0.310342861,-0.231845526,-0.107686297,5.65007027382476
-0.32071738,-0.283256785,-0.248428799,-0.082558842,6.12999518007983,-0.231830326,-0.298158879,-0.229200063,-0.278116495,5.03258854282185,-0.252545246,-0.308997143,-0.190534905,-0.106114275,4.72147070035221
-0.342912115,-0.170544743,-0.299371984,0.000462355945579553,4.30508621319987,-0.42615724,-0.285623665,-0.320950754,-0.022024754,4.73268568178906,-0.069033339,-0.186843504,-0.255367899,-0.738911833,5.04703244241126
-0.206508754,-0.219122924,-0.277720987,-0.223330367,4.70421180849259,-0.105389487,-0.149233586,-0.311740581,-0.174127648,4.45151966823047,-0.064063169,-0.221623623,-0.195182165,-0.427022512,4.75631695806467
-0.373140243,-0.380545452,-0.16341387,-0.334935596,5.64257738405593,-0.28169304,-0.291710061,-0.281986794,-0.137522955,6.57296348517697,-0.340249705,-0.27620691,-0.332752236,-0.137664475,5.71581510079659
-0.349249241,-0.25575987,-0.296619052,-0.103365257,5.65358446918921,-0.239246552,-0.317655959,-0.305358355,-0.031931036,5.66970300290394,-0.050441616,-0.352647027,-0.096804717,-0.537896417,4.33100752102518
-0.394751951,-0.343543331,-0.318974418,-0.315405398,5.19050674295451,-0.234364102,-0.167930975,-0.311246396,-0.477108283,5.10186347393042,-0.43234397,-0.296012251,-0.302050576,-0.187531471,5.68757050923357
-0.28365498,-0.262260429,-0.267906331,-0.117287059,5.76620543006388,-0.078830163,-0.184990496,-0.145176056,-0.472655838,5.37291698456606,-0.239311121,-0.292668308,-0.22589831,-0.223887115,4.36071292221118
-0.296492253,-0.276692164,-0.318565142,-0.185017942,4.90112313958796,-0.195395213,-0.296401475,-0.16432487,-0.600906879,5.59867815377276,-0.361362696,-0.394704946,-0.194576797,-0.144742195,4.55074154180743
-0.34439356,-0.29568381,-0.316475585,-0.242583298,4.73393348905461,-0.065142725,-0.196944253,-0.184971867,-0.301868717,4.83491720747609,-0.400256187,-0.34064489,-0.31519967,-0.021032847,4.80037731858098
-0.4866322,-0.214703887,-0.416485714,-0.090543587,5.83658600534438,-0.529418886,-0.352269499,-0.330232722,0.207943160102117,5.18145004075443,-0.405135876,-0.16517904,-0.332545515,-0.316411434,5.47879893217975
-0.396847682,-0.193941829,-0.273893893,-0.055799509,5.06093839456606,-0.468737287,-0.334410726,-0.296224634,-0.26211479,6.21038294081242,0.00861989457121667,-0.165164565,-0.222329344,-0.601569686,4.3076994374538
-0.231382493,-0.185202686,-0.281078994,-0.559739233,5.77603740850974,-0.401628666,-0.248407091,-0.327353236,-0.068000423,4.52776534313746,-0.133627797,-0.312369519,-0.087409376,-0.587066805,4.87755273248407
-0.544038628,-0.389577949,-0.332805635,0.152305423605226,5.68712080316346,-0.196940852,-0.277606279,-0.22742851,-0.557764639,5.69609893837718,-0.295270984,-0.235559757,-0.325617433,-0.101528561,5.90842095780061
-0.174363102,-0.283528239,-0.219837894,-0.226769897,5.77152342582328,-0.086376345,-0.219320591,-0.287845711,-0.237273912,4.09829374194787,-0.322501292,-0.249089447,-0.371458586,-0.156960195,5.08232057764885
-0.256831354,-0.198179274,-0.323249092,-0.092271379,4.67993130040731,-0.277906344,-0.284306705,-0.251904901,-0.092284919,5.44589185862083,-0.208169157,-0.236377491,-0.140369612,-0.392292091,4.4626213857705
-0.334131307,-0.237587086,-0.329065654,-0.259224592,4.68814241111314,-0.205089849,-0.241965264,-0.288345594,-0.33972566,5.34301919516778,-0.584404596,-0.399359818,-0.362793328,0.317643504965337,5.14098686021204
-0.128271536,-0.344721102,-0.108208979,-0.419159855,4.37107291616451,-0.464712188,-0.443314156,-0.261285374,0.0823087626731384,6.01576074668058,-0.028332476,-0.144670013,-0.192028004,-0.773602413,5.35895951208041
-0.245852391,-0.226870725,-0.302029203,-0.334776425,5.13789752993911,-0.320918361,-0.299096669,-0.140507047,-0.084044818,5.48865708883966,-0.266790223,-0.365563957,-0.056950146,-0.313654932,4.70826160102392
-0.574447031,-0.347989383,-0.267895009,-0.018788774,5.59217236552631,-0.119039387,-0.193480845,-0.281430638,-0.487303971,4.84463164399132,-0.129484345,-0.193785767,-0.248497055,-0.439786814,4.68697653192411
-0.483313759,-0.286039878,-0.380509606,-0.218901517,4.65304159716798,-0.320287023,-0.255745633,-0.289550128,-0.045486774,5.88320140915597,-0.400172136,-0.349609573,-0.235982296,0.0274650022088411,5.71355633019022
-0.242004103,-0.232529089,-0.233127948,-0.67725569,4.93716597394475,-0.12962847,-0.268903855,-0.172665273,-0.400721996,5.36286865724564,-0.211891116,-0.292898032,-0.188358085,-0.53065977,5.54457602413645
-0.366479255,-0.26707491,-0.325974802,-0.243819939,6.25927699342766,-0.233519788,-0.2405814,-0.135130874,-0.301364025,5.93028809469725,-0.365113335,-0.26682976,-0.283759381,-0.238024188,5.1672783459627
-0.355289933,-0.279733981,-0.234463733,-0.269550598,5.08286118882574,-0.164082085,-0.121628319,-0.368557808,-0.367898423,5.69274793520998,-0.536534917,-0.227172018,-0.387373955,0.171214643135582,4.97027574423263
-0.389670533,-0.310540592,-0.268198016,-0.192898423,5.25487316124909,-0.234604221,-0.402365886,-0.156884911,-0.207101445,5.01670056119348,-0.374748067,-0.343560814,-0.280942659,-0.136329958,5.1684942588364
-0.527259695,-0.368471009,-0.295632784,0.0831047209297799,5.76273054057815,-0.19193118,-0.159879729,-0.225474041,-0.344903004,5.01253390287137,-0.27488998,-0.310661234,-0.147498554,-0.186186516,4.88080944263182
-0.326102003,-0.332081699,-0.157979244,-0.077532066,4.76441788102263,-0.258979054,-0.230148544,-0.26860024,-0.167275603,5.17996364723239,-0.022005106,-0.203379019,-0.240127296,-0.413266533,4.17087988416044
0.0402939897728726,-0.082256997,-0.273864276,-0.672844117,5.19699353705017,-0.481533892,-0.285694616,-0.28957913,0.115278846611744,5.24394060888376,-0.363040886,-0.276503666,-0.242763194,-0.191392975,4.43107887195828
-0.098582721,-0.174126032,-0.225717004,-0.290148068,3.70250160424037,-0.28432015,-0.225406402,-0.195280203,-0.511774233,4.89803371749109,-0.227252796,-0.300288022,-0.187634922,-0.443195589,5.21930670185883
-0.289061734,-0.3446046,-0.2304997,-0.25979754,5.2564249372973,-0.317698075,-0.38909777,-0.249254421,-0.188030132,4.68640697735072,-0.530931694,-0.363000164,-0.323774456,0.00206764180721371,6.2042738522032
-0.619764175,-0.345327817,-0.391375235,0.129067983934418,5.29520811312848,-0.260319953,-0.194962468,-0.324474747,0.0301508978827764,4.2194245485613,-0.164348196,-0.21401529,-0.273984707,-0.14754085,4.25016689936419
0.104249423174382,-0.231352635,-0.124192082,-0.754133667,4.77944372251824,-0.066808111,-0.219237025,-0.131770129,-0.304450398,4.14780929395963,-0.292174841,-0.345039593,-0.206891246,-0.133538759,4.86889709023523
-0.235985358,-0.316028579,-0.154737452,-0.414177592,5.18864898753953,-0.543828452,-0.347257984,-0.38843984,0.150898365335247,4.78645031351994,-0.190006809,-0.223516986,-0.222599491,-0.278496514,4.92165121893673
-0.368799716,-0.323543569,-0.240462091,-0.046110019,4.82951406773175,-0.360555831,-0.243702626,-0.276574614,0.00980286290531638,5.63974522314346,-0.43829451,-0.287267805,-0.203053432,-0.048333152,5.2407890494969
-0.213193021,-0.281050797,-0.199629537,-0.489177448,5.79828192933862,-0.458464435,-0.331058718,-0.296891995,0.0791127965823076,5.86340934976271,-0.048463234,-0.149171376,-0.085647652,-0.873402854,4.68749662705678
-0.4346934,-0.407332516,-0.262428266,-0.231638907,5.98260362028599,-0.616538709,-0.397062688,-0.344453612,0.511374775511468,4.42181880150483,-0.055956097,-0.219024341,-0.221275959,-0.390723548,5.06395322250989
-0.023301939,-0.253746404,-0.162002147,-0.442942294,4.55505386400468,-0.134023888,-0.114067336,-0.24312021,-0.320399783,5.27987619786986,-0.167466818,-0.227471598,-0.206476323,-0.354342182,4.84337067917238
-0.246947753,-0.239774942,-0.241503116,-0.396792635,5.4239432128521,-0.326223418,-0.294093407,-0.171634465,-0.356291858,5.68392685814879,-0.418444272,-0.350507579,-0.298674654,-0.052451853,4.7818326806647
-0.12419063,-0.229539969,-0.201661857,-1.37343987,6.58000791850038,-0.575321442,-0.337607836,-0.318390969,0.0597247494083416,4.7198358581698,-0.336117781,-0.360637823,-0.115604064,-0.799092728,6.73458850982784
-0.193898369,-0.206944943,-0.289379592,-0.36141918,5.04335218666506,-0.548318642,-0.383052962,-0.322210802,-0.256532892,6.34421072870079,-0.347727153,-0.332921976,-0.222678851,-0.448369563,5.44884211578892
-0.19589597,-0.206905846,-0.331212166,-0.105238167,4.00161168986715,-0.568640807,-0.200198536,-0.52809648,0.0989660971497724,4.750878879,-0.428778389,-0.233137511,-0.294066602,0.153643130913333,5.76677346208285
-0.378479935,-0.229663745,-0.298912201,0.0646931858082095,5.53844077355187,-0.21149614,-0.209833702,-0.221059098,-0.262039232,4.91048023835525,-0.205731232,-0.169757735,-0.208784738,-0.344011931,6.25012064210199
-0.431424801,-0.337671812,-0.244590272,0.0645216843536685,6.02150257985697,-0.46563841,-0.155215686,-0.405745929,-0.319487332,6.94289647542336,-0.226198249,-0.27760699,-0.206203993,-0.293067791,4.87216353086524
-0.336241717,-0.296902878,-0.275359614,-0.158264805,4.43956948982552,0.0708055668756963,-0.04728808,-0.185399211,-1.053264017,5.70573887838611,-0.062672539,-0.194846575,-0.24590779,-0.486709293,4.81273710712322
-0.366347963,-0.187342756,-0.322619986,0.0793956741165649,5.22967427940714,-0.035055056,-0.198284371,-0.15163526,-0.581345093,4.81474644077228,-0.269499927,-0.197505715,-0.289018214,-0.23762494,5.13057416629913
-0.509271131,-0.424575705,-0.247325864,-0.064181885,5.63258557998421,-0.018141459,-0.2318399,-0.165855392,-0.404085698,4.98499353555659,-0.125158872,-0.280113789,-0.15758388,-0.358015815,4.85915762921421
-0.23532529,-0.13335355,-0.348213504,-0.351984939,5.43695655163113,-0.409108592,-0.330045623,-0.241675632,0.220013398560926,5.56553159949984,-0.191216948,-0.193625667,-0.267624953,-0.336416113,5.05227273989874
-0.25838999,-0.235290119,-0.325522864,-0.443585134,5.27023411487944,-0.123915391,-0.274551517,-0.230311577,-0.156299627,5.03999355936338,-0.424119911,-0.248687736,-0.338759501,-0.144861897,5.30149109284706
-0.148566498,-0.212733559,-0.232873673,-0.310002759,4.72869232596589,-0.284739316,-0.259915591,-0.204505991,-0.053151294,4.78699465626354,-0.170692456,-0.265122902,-0.159500497,-0.581486467,4.45489306773642
0.0187047103201524,-0.151510902,-0.185833775,-0.641959377,5.02849205275802,-0.186260433,-0.277445451,-0.228994353,-0.51000025,5.13672887006816,-0.335630787,-0.198212853,-0.316223037,-0.106360304,4.98945852928359
-0.319908704,-0.387139887,-0.139808361,-0.411569704,4.56409864633673,-0.368310567,-0.34270725,-0.270685181,0.0127534915200699,5.87269414425079,-0.391702813,-0.322909562,-0.244604704,0.023257997108375,5.69614641443076
-0.26927703,-0.270285771,-0.279429206,-0.176483781,4.92695659406981,-0.551125566,-0.305438367,-0.353348247,-0.118402529,6.77136938246558,-0.638877548,-0.418965455,-0.474392743,0.572094425676878,4.43358688671573
-0.317516918,-0.332362579,-0.123717927,-0.00331156,4.40624510503119,-0.033916778,-0.181784125,-0.151846159,-0.690151874,4.92563190265074,-0.310582314,-0.253863915,-0.316179,-0.071690383,4.57019416367117
-0.250771525,-0.107224952,-0.320055847,-0.240975755,5.26292185394625,-0.058151865,-0.220166968,-0.17717706,-0.902770312,5.61041256024501,-0.356772938,-0.191261013,-0.31128585,-0.299211893,5.22140583064484
-0.395572738,-0.283514391,-0.329224605,0.0358062739901236,5.05400617642908,-0.303003323,-0.35895454,-0.233677588,-0.576997422,5.05717836113839,-0.170661123,-0.162363027,-0.279074931,-0.364510665,4.79335809880073
-0.145588939,-0.217536492,-0.136511774,-0.524541918,5.89992010958179,-0.037032033,-0.20931993,-0.086697009,-0.659014739,5.55155147887944,-0.313364655,-0.319372347,-0.188138849,-0.1712864,5.40114265937113
-0.274569842,-0.173824827,-0.309612092,-0.569085338,6.0444986427093,-0.170595388,-0.118420968,-0.28873388,-0.48713778,5.01312654862929,-0.25262692,-0.28202032,-0.173360369,-0.148184582,5.04904840807049
-0.187917571,-0.297374373,-0.219182239,-0.425779561,6.10913160680358,-0.387964152,-0.193878003,-0.326092908,0.0476917747009274,5.32451418072081,-0.005306193,-0.073342466,-0.229862099,-0.759585152,5.57106457455198
-0.395259803,-0.268558156,-0.299624136,-0.301590886,5.54153781224095,-0.261360608,-0.355282939,-0.139057265,-0.188681897,5.15393961448357,-0.170421072,-0.234650775,-0.246538486,-0.188717132,5.23024206129201
-0.275645418,-0.335494489,-0.23673538,-0.051966336,5.14881689178529,-0.125919239,-0.171175129,-0.26198157,-0.390748476,4.74032725176271,0.105327718947951,-0.17567632,-0.18492786,-0.558431935,4.60614559933271
-0.344476326,-0.216132059,-0.399379213,0.0757095008338086,4.99168185977353,-0.42037333,-0.419732588,-0.179796192,-0.188796877,5.56754640911711,-0.185330798,-0.147406485,-0.198761796,-0.29298656,4.44363281139055
-0.507664187,-0.260657844,-0.339097401,0.149788735868357,4.93737150215199,-0.221636923,-0.200181586,-0.284688045,-0.384475767,4.88203986414146,-0.103396438,-0.16227458,-0.217958653,-0.487408993,5.59267742227778
-0.380391272,-0.234939223,-0.320183633,-0.14559382,5.19999925244741,-0.35493372,-0.271019772,-0.300449022,0.0126234366004631,5.73475540186233,-0.342247625,-0.144308312,-0.408220025,-0.14606278,6.31208958051118
-0.470004566,-0.205022388,-0.315559746,0.244166477090002,4.58531145237683,-0.628015167,-0.369082761,-0.389231885,0.0994345711135011,5.5377900304404,-0.363182996,-0.208726972,-0.277298114,-0.081584659,5.16436286460101
-0.381758559,-0.337086794,-0.276722848,0.0457117723942438,4.43261641245153,-0.533608301,-0.280164916,-0.467264734,0.385171466552281,4.89233461744411,-0.190944929,-0.164038007,-0.329707255,-0.155181419,4.92620837263344
-0.348475845,-0.240013596,-0.321030611,0.143351404355207,5.17511572456113,-0.370459232,-0.18026104,-0.309370617,0.0281466200807456,6.02574056075192,-0.221506993,-0.275588023,-0.252526367,-0.364229568,4.82674818957676
-0.219239899,-0.125482391,-0.37491488,-0.492173449,6.69085820913349,-0.346920285,-0.270187086,-0.394154712,0.257271404333797,4.55797488580895,-0.147120192,-0.211432167,-0.192114953,-0.412775024,4.63179696770658
-0.587200529,-0.431994486,-0.236770922,0.107940741236086,6.06566693150669,-0.325698876,-0.285025674,-0.327120201,0.0521839308001883,5.04291084283014,-0.414413932,-0.296368502,-0.273098803,-0.019482502,4.75663962318027
-0.131414887,-0.199850044,-0.255284358,-0.350136741,4.97343238510957,-0.277127184,-0.237732391,-0.293083874,-0.471185728,5.08006727183783,-0.285870499,-0.196113339,-0.30592937,-0.288055561,5.37204335106225
-0.051013859,-0.214610822,-0.113533749,-0.593313523,4.8142784468188,-0.327520517,-0.309708608,-0.201793299,0.0240247722732771,5.31190741452987,-0.363664615,-0.348869992,-0.271277159,0.0361629759084651,5.14176726586131
-0.321622985,-0.292910341,-0.309173722,0.140328618409232,4.06081359499126,-0.388951972,-0.284304127,-0.339438781,-0.176423809,5.23575908544159,-0.09892743,-0.252582587,-0.240759274,-0.501034509,5.25689075932357
-0.046585377,-0.226848625,-0.204590978,-0.309444993,5.10219404535553,-0.268515472,-0.285751293,-0.239351214,-0.502628672,5.74610176683516,-0.125549899,-0.296225451,-0.11091378,-0.184625811,4.35684279399671
-0.243110627,-0.281655923,-0.243887407,0.141218817852032,4.75667374659544,0.0181942362879925,-0.135064365,-0.215752024,-0.552821396,5.03524453851107,-0.356443562,-0.306177426,-0.302154052,-0.626326165,6.73909739824834
-0.428531827,-0.335747661,-0.250213424,0.0448012398472389,6.33286863327571,-0.476836791,-0.388327396,-0.260779422,0.279564983112733,5.3168628865089,-0.176360793,-0.243184613,-0.236910938,-0.441422866,5.48856603103029
-0.265344574,-0.313599353,-0.174761823,-0.250541633,5.01270194083994,-0.414070896,-0.371056514,-0.160621571,-0.16682659,6.50836273370584,-0.201316587,-0.215449126,-0.316323046,-0.089634322,4.41131017086535
-0.211726487,-0.243069914,-0.22348393,-0.423898208,5.07043643171443,-0.372370682,-0.234773767,-0.282231933,-0.214246234,5.370154477,-0.546035941,-0.345937033,-0.251423512,0.0356320963363922,5.56984913541375
-0.250618138,-0.182879441,-0.308510014,-0.644968829,5.81792216467898,-0.094128314,-0.146655742,-0.200706568,-0.529586617,5.36120091246618,-0.107234096,-0.178914983,-0.181979507,-0.813561963,5.22731343136402
-0.033879979,-0.211227959,-0.140703619,-0.775590811,5.30123765263303,-0.407613857,-0.315929562,-0.285820353,0.0524919743269144,5.70797913563696,-0.178364016,-0.018451247,-0.295407595,-0.935733336,5.4596405162813
-0.154304745,-0.17718687,-0.178327762,-0.699172563,5.1464657272542,-0.432061802,-0.368419155,-0.374095371,-0.007892098,5.44189333602714,-0.40116049,-0.198155142,-0.275186373,-0.180781818,5.73106912123533
-0.389687258,-0.306214842,-0.132853358,-0.363364738,5.85923537547897,-0.435034087,-0.312504156,-0.371283112,0.284466330251612,4.25325236103671,-0.297806032,-0.205528527,-0.159016181,-0.486599024,5.52283907538494
-0.251045105,-0.191068049,-0.247474,-0.478569708,6.1939699110186,-0.456007128,-0.35843223,-0.330514884,0.385094769175474,5.34106261891714,-0.37865233,-0.171575093,-0.363763112,-0.08855682,4.67530078973966
-0.714552794,-0.378687258,-0.445584956,0.326982255528088,5.73102771864943,-0.318750068,-0.294847841,-0.184210888,-0.032660188,5.64444865801706,-0.08627879,-0.207343398,-0.279588955,-0.174465903,3.96832820975847
-0.284717217,-0.327979374,-0.214394352,-0.259945022,5.16128811591614,0.0102677277654076,-0.194786384,-0.139756064,-0.35044044,4.50812268831772,-0.214463183,-0.342866917,-0.184114559,-0.305153197,5.86949483753313
-0.362259214,-0.294373861,-0.323810396,0.0541921635203446,5.44389311798058,-0.300762443,-0.279430466,-0.301638892,-0.164996622,4.82755271,-0.071645754,-0.262781802,-0.201576817,-0.36404505,4.50601092140647
-0.583095164,-0.383003632,-0.286173154,0.190569851593132,5.73650006604203,0.167551601319142,-0.218842637,-0.138840399,-1.081905197,4.90863257948613,-0.443108585,-0.449446502,-0.072460173,0.059153579844621,5.28119745433759
-0.256216027,-0.171309638,-0.379946341,-0.275817043,5.28074966439493,-0.266005446,-0.228194302,-0.265570107,-0.43237815,5.83166212747938,-0.15967162,-0.152293913,-0.250362946,-0.384224086,5.17801219275777
0.0555468225001548,-0.096144407,-0.191347901,-0.704017598,4.18248800895135,-0.259178195,-0.319891885,-0.198136439,-0.075587209,4.44247011596738,-0.21953689,-0.160924656,-0.274337269,-0.253204097,5.12143779208487
-0.005859956,-0.196113593,-0.166173677,-0.305837698,3.34375614379123,0.0255212185113253,-0.157926003,-0.168744699,-0.484096298,4.83550153,-0.246134438,-0.231888115,-0.242783934,-0.341282871,4.71589374913235
-0.316166125,-0.272959258,-0.202363051,-0.50127925,6.46815840667907,-0.373599769,-0.166244919,-0.4452429,-0.226820677,4.86408792723456,-0.243599865,-0.299563208,-0.298347926,-0.01418215,4.70551417080717
0.0771224441019741,-0.195480838,-0.14530119,-0.755235812,5.0970985755068,0.0304197183129096,-0.190411655,-0.129560906,-0.65541928,4.65214732576248,-0.10385517,-0.210234066,-0.246883606,-0.36582133,4.48660074725955
-0.231917684,-0.223379942,-0.299126117,-0.279102733,5.03426861490559,-0.420686936,-0.264073903,-0.401379851,-0.687961098,6.39666005129339,-0.210489806,-0.200790581,-0.209456831,-0.202143665,4.44261707280347
-0.315727412,-0.214762124,-0.309328298,-0.238228494,4.48958874574029,-0.134305755,-0.188833566,-0.241687984,-0.370960607,4.47971977697862,-0.143775429,-0.206160244,-0.261864945,0.0775253408430427,4.631524615
-0.313661698,-0.282324706,-0.225723985,-0.52964205,5.5777129029874,-0.129696051,-0.190422787,-0.166944031,-0.516600275,5.36615492980562,-0.035792633,-0.216178245,-0.168819643,-0.15835262,4.15891030805015
-0.069381488,-0.214033995,-0.222601196,-0.185730725,4.15590420574524,-0.238126037,-0.21301573,-0.316629801,-0.162142441,4.7236454201672,-0.224859769,-0.275536845,-0.266869444,-0.009165591,4.46707624891531
-0.226208796,-0.266843142,-0.215243833,-0.164984498,4.61241031135236,-0.232437085,-0.215012747,-0.261070635,-0.346915208,4.64785224951804,-0.100197346,-0.10067298,-0.189767621,-0.436623179,4.88024944256481
-0.154724814,-0.202762201,-0.137489631,-0.384980691,5.29610385448391,-0.281464313,-0.259463528,-0.219899147,-0.112129185,4.83203230804372,-0.203774186,-0.271495982,-0.241246151,-0.356528076,4.57509848849212
-0.290504659,-0.323532796,-0.282533031,-0.091978807,4.28220859039935,-0.559691442,-0.327202233,-0.250221824,0.36220009981111,5.36082898865033,-0.223692647,-0.228601319,-0.22818653,-0.478827058,4.65288352044254
-0.48403947,-0.287965243,-0.340035656,-0.093019496,5.57515507890999,-0.313673039,-0.375099836,-0.261285165,0.136131319849891,4.33378530806275,-0.102248084,-0.239244133,-0.1862654,-0.435365283,4.27004838694004
-0.299444897,-0.351579387,-0.228658369,-0.361765246,5.3155708895139,-0.482107751,-0.459545985,-0.213934059,0.112205908785665,4.67538410072312,-0.206839978,-0.277210452,-0.197333995,-0.375298971,5.16076446614069
-0.233603804,-0.327517388,-0.172450701,-0.23067833,4.80790147408298,-0.150644915,-0.251447975,-0.172123424,-0.355969585,4.89993008560334,0.022778713591186,-0.112573353,-0.215814578,-0.543982599,4.21601529706219
-0.447053716,-0.359512535,-0.256070861,0.193247687583789,5.34320347220357,-0.01003387,-0.159215251,-0.131034953,-0.380018771,4.25091519827514,-0.651376075,-0.443915233,-0.314161609,-0.151178614,5.45199149964333
-0.333791405,-0.273129381,-0.317230594,-0.144618392,5.46836350901161,-0.127377841,-0.198501188,-0.243526192,-0.773634144,4.94881588039912,-0.29701773,-0.212725074,-0.226999424,-0.041020796,5.27313102862993
-0.347234268,-0.301695804,-0.280276674,-0.033061842,5.59687065258985,-0.171782645,-0.132142007,-0.30363267,-0.277106444,4.97652830722428,-0.015583528,-0.117764961,-0.242374172,-0.462917276,4.3918699188815
-0.27864598,-0.289054775,-0.223724555,-0.204114439,4.92258282442162,-0.388727065,-0.287216624,-0.226303192,-0.087815666,5.72174770329607,-0.173606098,-0.248130249,-0.229574442,-0.337409226,5.24384093751103
-0.042727791,-0.20833263,-0.122904059,-0.557002684,4.4030554812435,-0.38714595,-0.397506502,-0.220946305,-0.138317479,4.7219560230465,-0.231032039,-0.193546861,-0.266196583,-0.298666262,5.113684029
-0.156778643,-0.302821229,-0.122594107,-0.516721978,5.17189208970128,-0.498667513,-0.347316832,-0.294111168,0.29581307363975,4.61081053334666,-0.287303051,-0.318712993,-0.282970616,0.277259095737766,4.15505088108705
-0.296913589,-0.296514754,-0.312543497,0.0184450058610287,4.79353067804047,-0.328713643,-0.298085685,-0.291117798,0.0124649051806626,4.70346170076473,-0.06807392,-0.246063105,-0.140546737,-0.437565085,4.90715709734629
-0.054650217,-0.197788266,-0.137902178,-0.716103619,5.75849715873226,-0.585093303,-0.2353251,-0.415146196,0.181438140837431,5.29286128357488,-0.386919777,-0.258472999,-0.313283601,-0.001760801,4.76654857119519
-0.492178503,-0.34633379,-0.329230132,0.0122587404566508,5.51611198056136,-0.331942486,-0.284538195,-0.289374374,-0.191616224,7.19832282631996,-0.536415941,-0.289156932,-0.402967455,0.205762431184997,5.28865216198618
-0.196236773,-0.165914546,-0.320544859,-0.015083591,4.60234720639145,-0.362902363,-0.243461908,-0.237420525,-0.144934041,5.52898612361408,-0.139282788,-0.176491408,-0.208635757,-0.568760197,5.53077318926092
-0.23755693,-0.15999836,-0.301630922,-0.372344626,6.19734952872631,-0.497346131,-0.31251818,-0.311514502,0.337212567900331,5.18940420561625,-0.428657184,-0.283317623,-0.330410125,0.090200429383541,5.63496916394265
-0.320077357,-0.35122064,-0.164799787,-0.379680343,5.34059057742474,-0.355606191,-0.25230053,-0.24390438,-0.135876333,6.19411904807183,-0.033861595,-0.045604666,-0.254681142,-0.661394479,5.49284199665585
0.0125066634533072,-0.332815974,-0.089754505,-0.65329865,5.61411956219184,-0.084455421,-0.215025455,-0.158274697,-0.679387422,4.97780996326808,-0.475325511,-0.340886377,-0.374069923,0.164435019985064,4.51919743976964
-0.229826113,-0.218479191,-0.261274156,-0.38025515,5.50118341246566,-0.371631359,-0.340424788,-0.30814451,-0.092816435,6.20976931731806,-0.164740821,-0.252930021,-0.216123736,-0.417506548,4.90070494423733
-0.311084425,-0.230685399,-0.354521187,-0.262532795,5.04115462622018,-0.348857957,-0.291620708,-0.258595851,-0.128895903,6.16165902835748,-0.529660271,-0.375450085,-0.358639251,0.03843361212099,4.61669592909152
-0.01473246,-0.163608664,-0.253412818,-0.28469686,5.48476326990417,-0.472909524,-0.334896955,-0.287456749,-0.081986148,5.70623572429061,-0.192702085,-0.224065037,-0.189572159,-0.87191084,5.40781596797693
