MCCL,,,,,,,,,,Naive,,,,,,,,,
hat_sd,,,,,sd,,,,,hat_sd,,,,,sd,,,,
beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi
0.213556594744815,0.0794617466324564,0.0780304564113477,0.296289914464185,0.76919640769511,-0.286809728,-0.227570279,-0.309068819,-0.181817675,5.73564688535108,0.134021159911405,0.0679087449930789,0.0457917613112362,0.211769335897316,0.48691580329107,0.0606655193749662,-0.173542342,-0.094025844,-0.380917365,4.32142368280294
0.203561682374475,0.0963192943237337,0.0884115926757682,0.334356582862363,0.621174118471218,-0.28212529,-0.230491348,-0.301688544,-0.228340161,4.45473921211978,0.123595531209412,0.0578734178702683,0.0572144389686029,0.222160969158079,0.636045197587559,0.0168269120606785,-0.121596446,-0.264987683,-0.718884415,5.42093813207147
0.183695177168562,0.0961881110235454,0.0637123755738058,0.30741743864806,0.686778933706367,-0.33731825,-0.349411937,-0.172888488,-0.532709158,5.2419242758809,0.121470225384911,0.0595962675519042,0.0533741765136944,0.231795508580854,0.50686821230038,0.0923426854963022,-0.076875571,-0.219176326,-0.589562429,4.52645881782347
0.152942883537545,0.0815682800927102,0.0724134401788041,0.254541811620832,0.617380011378121,-0.343108761,-0.236495025,-0.224126712,-0.423115805,6.53746681510465,0.134160343396031,0.0619847112562434,0.0637676647480903,0.239210191258108,0.546189156985222,-0.272229541,-0.189968847,-0.256140373,-0.588556566,5.18559706443424
0.163968797408741,0.106104730221916,0.0798758819184916,0.276968598502667,0.505089061845436,-0.109103655,-0.262205164,-0.245408095,-0.140781901,4.37047084200382,0.117518532322768,0.0464495135544986,0.0492404057501696,0.183732303871112,0.562121761220486,-0.267964767,-0.288509491,-0.221220115,-0.120938551,5.22571535039986
0.186895770612834,0.0931498725124525,0.0794039281933757,0.321567281264132,0.515599556940778,-0.046177966,-0.111214974,-0.196555933,-0.475791839,4.67634857978118,0.134334088958003,0.0502273151156763,0.0520946422544527,0.234769882268075,0.606253786860681,-0.223411725,-0.180965312,-0.209914807,-0.31600309,5.35605922729534
0.155143049273587,0.0791342079298181,0.0812543642979213,0.248640082369004,0.439119087740857,0.0580670984097367,-0.12461553,-0.270477392,-0.297599891,3.97950874398703,0.135107266045627,0.0503704529410775,0.07342656653296,0.233822439542328,0.702862299787017,-0.115469252,-0.111921008,-0.286110955,-0.58871837,5.10032869805604
0.161248211382974,0.0839469517732356,0.0763098880931632,0.280695708283065,0.582750880103715,-0.313970722,-0.343617254,-0.197269012,-0.253290985,5.82418363606241,0.152874539010036,0.0688141388971823,0.0647379450473941,0.2752804015236,0.493708357532651,-0.046143957,-0.23835595,-0.106977167,-0.323575623,4.01834202798552
0.189116619993949,0.115246505525469,0.0687434491820466,0.242080403231451,0.680521793584528,-0.524032429,-0.462437243,-0.261107007,0.212083480589553,5.32500532166202,0.12538811135278,0.0667310561596209,0.0471322621376398,0.20278160914498,0.534930950549229,0.0749599647905066,-0.093867945,-0.166025015,-0.743528266,4.94619826036505
0.126672773199264,0.0786336695797735,0.0496290102685067,0.236236853771797,0.695714685943238,-0.166195416,-0.152123392,-0.230501484,-0.489056977,5.54294652413868,0.124157374169677,0.0516358877144157,0.0678727706671336,0.232397072473334,0.467703465143744,0.178150240997054,-0.101445739,-0.092756492,-0.804333924,4.27868851312868
