MCCL1,,,,,MCCL2,,,,,Naïve,,,,
beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi
-0.148252341,-0.198883674,-0.262875653,-0.422295861,5.447750425,-0.243866631,-0.2977759,-0.242452441,-0.142795981,6.531186585,-0.219156446,-0.198768018,-0.25896244,-0.346189274,4.486999885
-0.260107839,-0.260226183,-0.238731437,-0.154210346,5.460830543,-0.213510249,-0.209265147,-0.246651825,-0.465737127,4.802345705,-0.21998787,-0.201082073,-0.22056133,-0.341026638,4.294578504
-0.238096739,-0.283109261,-0.23831432,-0.192300642,6.173558381,-0.25638049,-0.268042921,-0.289370483,-0.182523207,5.170782432,-0.215531817,-0.273521146,-0.230908986,-0.360416727,3.928774995
-0.245008507,-0.213113984,-0.252690433,-0.236781034,5.370170858,-0.146699454,-0.234276359,-0.229118279,-0.416429295,5.939437044,-0.140483288,-0.207326109,-0.224953897,-0.521652429,4.711653495
-0.291831943,-0.234386585,-0.306775555,-0.217616402,4.535543821,-0.307806993,-0.202677754,-0.253614904,-0.218694413,4.775468711,-0.199004772,-0.262663077,-0.254581506,-0.212833617,4.554091808
-0.189711411,-0.184425388,-0.236871552,-0.380112913,5.03358327,-0.252230257,-0.307161273,-0.288489767,-0.200675286,5.312624733,-0.200459417,-0.230145007,-0.227081582,-0.325488398,4.657406687
-0.26172695,-0.26334934,-0.23934691,-0.193861935,4.497677127,-0.258543481,-0.265024226,-0.270244696,-0.199425752,5.61326235,-0.179079024,-0.231807813,-0.242669464,-0.303500716,5.669047054
-0.274742574,-0.231085459,-0.25058546,-0.181699774,5.189862266,-0.248051066,-0.217125643,-0.27470242,-0.341802275,4.621107002,-0.218492636,-0.225835826,-0.228008995,-0.338682977,4.201143561
-0.185981102,-0.197710854,-0.258240899,-0.352133068,5.02267248,-0.173029219,-0.244034752,-0.303303071,-0.193498777,7.639548794,-0.249855891,-0.2548616,-0.256446283,-0.297071965,5.141778279
-0.273440304,-0.287737519,-0.298507945,-0.115317603,5.198776507,-0.180951577,-0.248254822,-0.254145082,-0.269132829,4.942622707,-0.257275208,-0.23201047,-0.216784911,-0.44182883,4.536277696
-0.299932926,-0.24703015,-0.209531017,-0.228860678,4.584991666,-0.277873994,-0.234619919,-0.258143154,-0.306141653,4.600793384,-0.103210427,-0.192972894,-0.207965434,-0.441921988,5.6962396
-0.354931014,-0.267450502,-0.304584808,-0.164640926,4.816823807,-0.282808748,-0.275165817,-0.233221345,-0.233619126,5.046361619,-0.200503764,-0.260889439,-0.195461945,-0.356699135,4.474930816
-0.289045989,-0.229953141,-0.25084351,-0.317640001,4.952590169,-0.240550575,-0.249626686,-0.315949685,-0.163645943,5.977044539,-0.186629846,-0.218258342,-0.230612226,-0.403638064,4.86039676
-0.194275612,-0.235669694,-0.293857586,-0.257032146,5.923853411,-0.239672549,-0.284737006,-0.241923556,-0.253719975,5.284141038,-0.20013382,-0.208108793,-0.258200809,-0.389459312,4.911372829
-0.241758692,-0.244015012,-0.242916372,-0.299640892,4.237748504,-0.27547302,-0.213474796,-0.275549639,-0.288003029,3.801038385,-0.165006862,-0.229248856,-0.220800732,-0.338700582,5.766332505
-0.277347826,-0.256828518,-0.281986135,-0.2775733,4.709028644,-0.221834901,-0.256502213,-0.221556985,-0.253887243,4.697640004,-0.307122771,-0.223769468,-0.292657756,-0.217872183,5.332871506
-0.199888715,-0.293926683,-0.243580313,-0.260376528,5.592845037,-0.358505075,-0.286851972,-0.251587935,-0.175617147,3.959870479,-0.232245774,-0.239292393,-0.1998669,-0.291185113,5.312812233
-0.257018527,-0.258850344,-0.285544875,-0.217455506,6.332727841,-0.203300724,-0.276615399,-0.203354662,-0.334785085,4.529397776,-0.237208248,-0.227447402,-0.239303661,-0.341152014,4.518956616
-0.308622267,-0.260832202,-0.247648864,-0.220769506,4.552773631,-0.203015432,-0.277735327,-0.214594656,-0.278399375,5.951016969,-0.261202591,-0.245193432,-0.242313934,-0.205225274,5.551026102
-0.259687557,-0.224907795,-0.284825574,-0.243599953,4.451722755,-0.348353504,-0.283246487,-0.261554269,-0.078402833,5.298996972,-0.291737036,-0.244580269,-0.232306722,-0.299564184,3.975075897
-0.261251126,-0.287985926,-0.222772905,-0.266592186,4.859755886,-0.224397206,-0.205464945,-0.197871904,-0.352817552,3.979937385,-0.268284369,-0.250803916,-0.228059829,-0.248377253,4.47518912
-0.305583168,-0.274752503,-0.270620246,-0.1667678,5.572379381,-0.254463484,-0.235567589,-0.295926533,-0.281446593,5.033343252,-0.193657762,-0.240449347,-0.259496298,-0.307721282,5.584578068
-0.172401422,-0.221260361,-0.227950506,-0.338004118,4.954300644,-0.136661148,-0.238521831,-0.240936605,-0.366228852,5.097868111,-0.183491724,-0.220299602,-0.195970631,-0.47201981,3.78954274
-0.288370848,-0.295382547,-0.259117081,-0.155902196,5.50086185,-0.365410561,-0.308013372,-0.325761067,0.147336205,5.950940951,-0.310875211,-0.232887801,-0.247925499,-0.259747401,4.572730883
-0.135579043,-0.230520072,-0.204396412,-0.390221594,5.074664544,-0.299538002,-0.28413278,-0.27997578,-0.197626451,6.291147391,-0.306425056,-0.228898067,-0.230247847,-0.220120077,4.442383306
-0.164432627,-0.22330361,-0.195940826,-0.531609666,5.124836824,-0.186311098,-0.21523808,-0.248173533,-0.263599206,6.574076172,-0.228988347,-0.235959077,-0.217794573,-0.270185896,4.642623812
-0.304053703,-0.209750486,-0.264108972,-0.199811755,5.821674078,-0.311017609,-0.206594455,-0.255653782,-0.215655092,4.504966219,-0.228666673,-0.23209467,-0.228810595,-0.267443718,5.638567987
-0.215102733,-0.216145313,-0.286839846,-0.299121572,4.602155179,-0.307797094,-0.26469422,-0.199032654,-0.288517489,4.150286128,-0.257255624,-0.251785382,-0.25820361,-0.233104502,5.350841497
-0.279065821,-0.276049564,-0.267758666,-0.204893045,4.355544796,-0.3178909,-0.292290246,-0.210315578,-0.143405863,4.724345735,-0.308150396,-0.243223254,-0.238560936,-0.298624282,3.90197614
-0.268703298,-0.203649354,-0.316783583,-0.139381217,5.328699989,-0.323020882,-0.278428438,-0.286054119,-0.086562436,5.528967919,-0.259535673,-0.296629276,-0.230318599,-0.261954355,5.366238814
-0.244246648,-0.240633382,-0.268270176,-0.236055815,6.185077676,-0.226315077,-0.168214911,-0.265871682,-0.335402481,4.367184878,-0.237110521,-0.237778795,-0.226465144,-0.302571905,4.994163548
-0.354540487,-0.302929591,-0.267576062,-0.080086822,5.28687648,-0.272793118,-0.253870071,-0.265356698,-0.162097668,6.227735359,-0.2630633,-0.212860951,-0.240793871,-0.29955103,4.322870792
-0.263064579,-0.248471931,-0.277705924,-0.290346418,4.590538218,-0.360445481,-0.289843475,-0.276375635,-0.153800509,4.26738743,-0.163305909,-0.18007475,-0.228837057,-0.405638521,5.186818356
-0.267003471,-0.19369618,-0.267034521,-0.321765706,4.659836101,-0.318428387,-0.256322402,-0.24928694,-0.213814973,4.371117824,-0.325818562,-0.235562745,-0.280529836,-0.168101242,5.189108407
-0.190127715,-0.272546534,-0.197394201,-0.373331181,5.562033244,-0.234494122,-0.248394888,-0.31455293,-0.273581307,5.411320496,-0.219186517,-0.19443183,-0.266884385,-0.288100534,4.791205387
-0.284610964,-0.290093748,-0.224105751,-0.222266883,4.342650049,-0.230238121,-0.194771301,-0.292076556,-0.428908952,4.410030025,-0.253374079,-0.279042944,-0.271413503,-0.206522854,5.701757119
-0.202673591,-0.242409233,-0.252631457,-0.259898351,4.921466185,-0.352324899,-0.269025524,-0.259697533,-0.070662374,5.969259008,-0.270896885,-0.307749452,-0.234175437,-0.190754403,5.023748098
-0.198537799,-0.228215098,-0.251977048,-0.315373062,5.477898271,-0.243264269,-0.262072952,-0.269566241,-0.216316665,5.214352522,-0.162599747,-0.239643708,-0.23476431,-0.297296737,5.279755578
-0.258857226,-0.310322647,-0.249618507,-0.14633645,5.663228847,-0.250572625,-0.218547242,-0.277099017,-0.28338671,4.390897117,-0.371170869,-0.269906786,-0.265896792,-0.085388154,5.054238905
-0.218343143,-0.300189866,-0.239002707,-0.192441419,5.121830473,-0.352999775,-0.310059949,-0.254052767,-0.15834853,4.436886383,-0.119701608,-0.2438085,-0.214091774,-0.348974057,6.902260061
-0.254461522,-0.254194695,-0.244775646,-0.247851118,5.658106961,-0.106981206,-0.207955571,-0.20203937,-0.448175457,7.18945087,-0.159814529,-0.164316118,-0.272227736,-0.473617965,4.921437816
-0.201101104,-0.255115883,-0.225755168,-0.342691601,5.970974667,-0.190910298,-0.206933564,-0.31498928,-0.299971074,5.637382499,-0.279793839,-0.263392243,-0.252778585,-0.204865632,5.390786114
-0.453356406,-0.269282336,-0.348711212,0.026429284,4.819666668,-0.240991648,-0.26222885,-0.253012378,-0.191093855,5.409920578,-0.254882925,-0.266407402,-0.222113927,-0.213653792,4.30002214
-0.256495161,-0.276315694,-0.257397412,-0.140745054,5.235972155,-0.206327666,-0.263549586,-0.199202506,-0.429512273,4.02758499,-0.141878513,-0.206676773,-0.229373374,-0.399501539,4.883963635
-0.175489281,-0.187482625,-0.211258554,-0.421388744,4.612882364,-0.251348298,-0.243249252,-0.256701555,-0.23427174,5.802309755,-0.172479171,-0.270850475,-0.196980547,-0.383034596,4.725029297
-0.258787124,-0.228403114,-0.281407293,-0.277237194,4.858571363,-0.16366033,-0.239718141,-0.221117326,-0.314184884,5.441710615,-0.194477305,-0.22203701,-0.215714684,-0.391270465,4.674227462
-0.262557865,-0.217132866,-0.280048218,-0.374548455,4.894124005,-0.267422081,-0.253915178,-0.208437492,-0.304176685,4.839317752,-0.165794271,-0.254273089,-0.160346023,-0.478697873,4.672458012
-0.318019983,-0.271337188,-0.24838731,-0.178077779,4.581687475,-0.250179087,-0.274731324,-0.216693082,-0.29142336,4.729678794,-0.198562812,-0.246038973,-0.216976149,-0.335105634,4.453388419
-0.133996883,-0.22681058,-0.245160351,-0.348086203,6.155899957,-0.292539498,-0.223643453,-0.285669155,-0.222363588,6.212054102,-0.153536626,-0.184172957,-0.251611527,-0.38455487,5.847413202
-0.330184242,-0.275000878,-0.277017509,-0.096102887,4.699963288,-0.220210759,-0.253003699,-0.268003658,-0.305831081,5.702563758,-0.237024667,-0.269252023,-0.242511301,-0.204498603,4.933797465
-0.236956559,-0.250925212,-0.253003061,-0.312906544,4.707866683,-0.327861642,-0.227640198,-0.227018963,-0.208347702,4.462060607,-0.283287484,-0.280415008,-0.262745329,-0.220461714,4.320336097
-0.269438676,-0.256495044,-0.247287858,-0.23366119,4.660804828,-0.250159143,-0.248943386,-0.275015512,-0.197106928,4.472544835,-0.179914759,-0.195762176,-0.256989296,-0.403420161,3.921021928
-0.254275277,-0.225773668,-0.291944567,-0.188812523,5.291033939,-0.248678987,-0.285165771,-0.230279125,-0.333773477,5.453732126,-0.129101724,-0.211341925,-0.206208175,-0.458791381,5.300633221
-0.246266471,-0.264927867,-0.259613255,-0.266757319,5.37113803,-0.249110119,-0.235053177,-0.237784661,-0.346393146,5.125651527,-0.336132653,-0.241860042,-0.259432398,-0.162498484,4.477161185
-0.267864002,-0.274959487,-0.266423208,-0.236753646,4.321816156,-0.132380851,-0.205713495,-0.191111866,-0.514755863,4.385199437,-0.217936813,-0.244484512,-0.207115862,-0.374897249,3.963070746
-0.24208866,-0.229470899,-0.234746118,-0.340132308,4.252595933,-0.233932204,-0.286208991,-0.240014292,-0.155558215,5.050957927,-0.260076861,-0.265064252,-0.234436448,-0.258429293,4.345360031
-0.264644558,-0.295299445,-0.247983736,-0.242823304,5.476568334,-0.144083556,-0.190756499,-0.285904254,-0.35195119,6.824601024,-0.212526825,-0.234523208,-0.198662286,-0.390307492,4.886330896
-0.264517496,-0.242367585,-0.28672672,-0.234526179,4.022079678,-0.324270532,-0.262014562,-0.293854681,-0.127464126,5.342333729,-0.268491765,-0.277243464,-0.236740908,-0.220416406,4.613117459
-0.253138961,-0.243016041,-0.246303886,-0.247536529,4.65866278,-0.181241286,-0.275693475,-0.236149231,-0.342453178,5.283038442,-0.268946826,-0.24094161,-0.310974076,-0.252330387,4.23819252
-0.354543879,-0.234723406,-0.322076354,-0.179830087,4.615316038,-0.267043762,-0.228297677,-0.268382912,-0.16273439,5.867472887,-0.221135561,-0.255853672,-0.279284967,-0.256148435,4.874974715
-0.256346594,-0.260917937,-0.226115047,-0.268323811,5.47871193,-0.068274808,-0.168013374,-0.235476969,-0.432914953,5.245128389,-0.127912176,-0.180615583,-0.201020112,-0.440773745,4.257802113
-0.356438099,-0.251764133,-0.303437576,-0.095999698,4.992020321,-0.383696074,-0.339810784,-0.29598615,-0.002240319,4.914604772,-0.200031882,-0.240756177,-0.232288124,-0.27943648,5.252368411
-0.231175261,-0.252986265,-0.243000426,-0.204142012,4.987372279,-0.217611828,-0.218700443,-0.284523739,-0.291569144,5.634650501,-0.240779054,-0.222066762,-0.20580952,-0.361677353,4.037406134
-0.18357084,-0.25482861,-0.216707518,-0.219813148,5.71190299,-0.289473788,-0.240085117,-0.290548151,-0.23883057,4.693477526,-0.127295783,-0.161485919,-0.192819153,-0.508212083,5.735294085
-0.311769512,-0.25314478,-0.291139558,-0.184083027,5.151100871,-0.260178491,-0.309059169,-0.221875624,-0.198514132,5.291096183,-0.348255758,-0.301844077,-0.26858918,-0.123521834,4.633871752
-0.234059246,-0.262820149,-0.257603626,-0.199578456,4.884241979,-0.35279601,-0.267525074,-0.296210774,-0.032988165,5.809992628,-0.221340322,-0.255303029,-0.265202396,-0.242161018,4.936325326
-0.299357254,-0.32659799,-0.217806265,-0.165951374,5.430388444,-0.307342665,-0.258545094,-0.27191559,-0.163910654,4.4284476,-0.14691821,-0.208687269,-0.230013664,-0.32979413,5.126889189
-0.27377076,-0.272561312,-0.260036339,-0.149458815,5.004791439,-0.194923444,-0.251748909,-0.209745968,-0.300835984,4.520262758,-0.064426809,-0.201060973,-0.179229924,-0.582345566,4.619992586
-0.236697377,-0.258456548,-0.239250122,-0.235873875,5.74737575,-0.253854343,-0.270364495,-0.217566344,-0.23038866,5.120187896,-0.211033861,-0.196783374,-0.229059382,-0.315073109,4.500248239
-0.183918188,-0.225190083,-0.260677261,-0.416856423,4.118454271,-0.383051886,-0.281074839,-0.229305433,-0.113836549,4.329978209,-0.260083548,-0.288875233,-0.27570991,-0.250976474,4.903979497
-0.253710141,-0.219499916,-0.269222423,-0.25115468,5.327268582,-0.239410678,-0.260241572,-0.236993359,-0.191564238,4.972743975,-0.294896365,-0.23901809,-0.241016975,-0.273765484,3.611029845
-0.347269478,-0.31120681,-0.286120977,0.028030416,7.028907843,-0.236678311,-0.261088576,-0.248861307,-0.217082412,4.975987884,-0.217404091,-0.262107846,-0.195110008,-0.378117968,5.394578761
-0.311097135,-0.301725648,-0.215740706,-0.217759805,5.381173268,-0.237632657,-0.305484874,-0.197115283,-0.18702969,5.75139696,-0.140338416,-0.204704867,-0.275992282,-0.367017275,5.410715434
-0.280738849,-0.249131129,-0.243189941,-0.196889101,4.676014891,-0.337453089,-0.237363136,-0.255478573,-0.179624748,5.263864854,-0.192324033,-0.225612051,-0.25043504,-0.346457879,4.715611751
-0.260603549,-0.263789264,-0.219308887,-0.210552552,5.50750226,-0.187737812,-0.198777558,-0.276079538,-0.393176434,4.615790125,-0.250169615,-0.258599344,-0.308864904,-0.105610624,5.459927099
-0.241406023,-0.226954448,-0.278202842,-0.205637641,5.462436947,-0.316981566,-0.267936591,-0.289257076,0.009472319,5.308021992,-0.210716001,-0.181374048,-0.227307996,-0.403815566,5.215158049
-0.123775847,-0.228199672,-0.218645059,-0.444514417,4.366589449,-0.221662572,-0.248613568,-0.205744257,-0.351720138,4.54571573,-0.310594566,-0.220457201,-0.259385791,-0.243735793,4.332368421
-0.326125096,-0.277893551,-0.306057057,-0.159242101,4.997341234,-0.342890945,-0.345625023,-0.202889335,-0.12298758,5.331169581,-0.229700311,-0.255659385,-0.231461815,-0.304763649,4.496373195
-0.343661314,-0.318051616,-0.301362289,-0.052655122,5.604756856,-0.383914252,-0.28751102,-0.281486994,-0.089025648,5.383847187,-0.14713257,-0.167174169,-0.289900944,-0.3834774,5.72120928
-0.225405072,-0.24973623,-0.230912663,-0.248170553,4.686071658,-0.196011529,-0.27163368,-0.209185061,-0.295311587,6.140799198,-0.137118288,-0.222792651,-0.206365346,-0.426183988,5.909880567
-0.334392542,-0.284854185,-0.24394583,-0.156464173,4.953161055,-0.198306887,-0.282346093,-0.234029064,-0.233078601,6.288858585,-0.185754932,-0.246166451,-0.161637815,-0.464292048,4.775854368
-0.200193837,-0.196481933,-0.254651125,-0.374542249,5.01265003,-0.219170831,-0.256542741,-0.220929668,-0.302640606,4.087529328,-0.203700269,-0.243798187,-0.223707621,-0.268061248,6.444962064
-0.253360248,-0.27664927,-0.260320412,-0.144857986,6.006441731,-0.248726786,-0.281096603,-0.228215133,-0.295272731,5.019696602,-0.045755977,-0.145945062,-0.199048574,-0.595985055,5.508887654
-0.164782033,-0.234911413,-0.240829145,-0.372104662,5.050410128,-0.314792659,-0.31597322,-0.204115656,-0.141174785,5.115105705,-0.081816105,-0.183862631,-0.212646888,-0.535364954,5.508412039
-0.144436394,-0.231710523,-0.215189189,-0.37456359,6.182053072,-0.269777397,-0.271306776,-0.270170375,-0.171364875,5.685908333,-0.215978245,-0.213473109,-0.250479689,-0.298700445,4.628158819
-0.229087956,-0.240577095,-0.240077302,-0.284930745,5.102595661,-0.215740155,-0.238974134,-0.283651946,-0.318229997,6.225474005,-0.219706422,-0.248800704,-0.207102953,-0.292320511,5.077218999
-0.246489817,-0.280244074,-0.266455562,-0.143158651,5.999467414,-0.271472713,-0.258042794,-0.277756404,-0.259155288,5.394987022,-0.325541404,-0.238691918,-0.233282784,-0.221303078,5.168967445
-0.124437096,-0.238494916,-0.251362599,-0.375554721,5.566771512,-0.284294198,-0.213214609,-0.312399662,-0.154546342,5.438111775,-0.300851118,-0.224871909,-0.296163635,-0.179814121,5.326785244
-0.334354576,-0.285726739,-0.294096847,-0.118310661,5.281880901,-0.206979086,-0.30571157,-0.200295109,-0.260509757,5.950858202,-0.211755849,-0.251118308,-0.228284324,-0.225780406,4.318302999
-0.092362899,-0.219029349,-0.207311123,-0.47061842,4.611306048,-0.163066936,-0.236786506,-0.17982286,-0.506168415,4.78172987,-0.236495285,-0.196405412,-0.235843599,-0.29361908,4.746859005
-0.196507518,-0.243060995,-0.247302329,-0.289899526,5.631671646,-0.165947369,-0.242870844,-0.242820533,-0.317057787,8.008936938,-0.217061612,-0.241353456,-0.228829469,-0.283205357,5.69125852
-0.188604086,-0.245024889,-0.24088378,-0.243929728,5.981332084,-0.297340864,-0.314768408,-0.266676681,-0.156204986,6.115490909,-0.218659587,-0.242663595,-0.207081268,-0.33013798,4.903426796
-0.248551527,-0.213693654,-0.272865007,-0.265185677,4.754892371,-0.233812493,-0.297269453,-0.229526357,-0.304056473,5.09413516,-0.253124753,-0.248056859,-0.207586943,-0.297288399,4.532578123
-0.211982163,-0.213426071,-0.235660842,-0.292864273,5.788697526,-0.346978771,-0.220792966,-0.325980217,-0.078240085,6.110136107,-0.145141401,-0.239314724,-0.193088422,-0.413011935,5.424599734
-0.267217812,-0.292998221,-0.27093367,-0.208983099,5.061170258,-0.267484634,-0.242463155,-0.260400497,-0.262292291,4.615709106,-0.270107851,-0.233555137,-0.252381299,-0.256392937,4.740160468
-0.217003134,-0.238242259,-0.263770796,-0.240475994,5.473730442,-0.273539439,-0.244858296,-0.231938364,-0.305653615,4.989181246,-0.15387916,-0.234736156,-0.193843601,-0.328789353,6.082743368
-0.263313277,-0.303998637,-0.246847508,-0.199471908,5.148228437,-0.280131628,-0.246466336,-0.2640274,-0.140414327,6.547547895,-0.298033011,-0.279060475,-0.222774752,-0.217690798,4.435462127
-0.212355501,-0.243244323,-0.219734408,-0.28210416,5.421762036,-0.263550887,-0.274797356,-0.260226488,-0.221328471,5.075329964,-0.207613732,-0.219241113,-0.247059597,-0.299275642,5.03106703
-0.335806993,-0.268394813,-0.304472338,-0.07054655,5.276718032,-0.281450697,-0.24675943,-0.286622341,-0.114889946,6.281696595,-0.298672099,-0.235064298,-0.266582907,-0.102857825,5.445673734
-0.116268646,-0.206460178,-0.225907953,-0.454736149,4.540075433,-0.255320399,-0.238304701,-0.298766442,-0.166356228,5.346022773,-0.146588016,-0.209698367,-0.206639396,-0.450931304,5.192754277
-0.171580262,-0.240873973,-0.206269166,-0.35500432,6.068116545,-0.183451866,-0.296778641,-0.153314672,-0.382005757,4.831030474,-0.26405904,-0.257217841,-0.210553643,-0.368796817,3.949464353
-0.292290137,-0.245000448,-0.288912197,-0.122635377,5.143088234,-0.246481189,-0.251246781,-0.206796269,-0.273832328,4.742866463,-0.153991124,-0.205089089,-0.243767211,-0.399105397,6.013487196
-0.311697373,-0.277168835,-0.317617386,-0.091015116,5.088218451,-0.232395632,-0.281490842,-0.215158043,-0.219599994,5.482209127,-0.220500979,-0.216867336,-0.265008461,-0.28543187,5.65268963
-0.317340473,-0.291705479,-0.27618993,-0.081244967,5.455502034,-0.17870268,-0.231176693,-0.187941874,-0.414962448,4.417212729,-0.279295441,-0.224963927,-0.251212728,-0.264593643,4.167518004
-0.320437253,-0.306169444,-0.218500416,-0.151833858,6.154700371,-0.232015179,-0.30422193,-0.254020716,-0.214022666,5.75848395,-0.152080766,-0.207887429,-0.262366911,-0.396318279,5.221825368
-0.207745489,-0.259473567,-0.22161887,-0.359190603,4.830235814,-0.22367617,-0.231434448,-0.253591152,-0.231590839,5.149232464,-0.207249532,-0.232290615,-0.246713975,-0.282688406,5.403315347
-0.225469159,-0.248872573,-0.249856494,-0.300019131,5.564685207,-0.285059283,-0.253357679,-0.243375046,-0.234557545,4.396234119,-0.209745681,-0.196269665,-0.250147784,-0.300268392,4.702759194
-0.183154992,-0.278987775,-0.23284306,-0.336050581,5.391636411,-0.296608196,-0.24653505,-0.258563234,-0.22211448,4.269338475,-0.182951976,-0.197686978,-0.228541286,-0.339607655,4.6933184
-0.221341506,-0.231865901,-0.205462573,-0.37432046,4.660979599,-0.192686578,-0.245643274,-0.29090411,-0.280128136,5.215962921,-0.1184481,-0.240023006,-0.179082788,-0.478242952,4.292849001
-0.312471408,-0.242349994,-0.251402417,-0.128252649,4.771916994,-0.282031898,-0.262455953,-0.245330824,-0.270026958,4.054744434,-0.276526181,-0.204924058,-0.241425037,-0.232484891,4.675509815
-0.221131246,-0.30750743,-0.284749249,-0.232678464,5.427631441,-0.228627078,-0.21878736,-0.202221098,-0.41860848,4.51689294,-0.300312082,-0.247007736,-0.242469724,-0.29700853,4.187627051
-0.283890935,-0.206898412,-0.319464352,-0.192041727,5.151749119,-0.266527726,-0.262831988,-0.301279699,-0.147751173,5.672135415,-0.105008682,-0.219124488,-0.231173548,-0.406587813,4.948971118
-0.324605448,-0.268039408,-0.238704589,-0.168584274,4.406840469,-0.229490059,-0.203562336,-0.257411977,-0.367747828,3.816904442,-0.229504248,-0.291122604,-0.214778852,-0.233508053,5.076891545
-0.24220838,-0.259613104,-0.260389831,-0.200143891,4.930367302,-0.258281367,-0.295147569,-0.223515129,-0.243909824,5.071069549,-0.264605853,-0.203813443,-0.261512258,-0.303670991,5.025173715
-0.227998793,-0.230304866,-0.218449586,-0.300869975,6.234316156,-0.273187796,-0.317497156,-0.233957245,-0.223693817,5.463933974,-0.140653347,-0.251560414,-0.223580062,-0.43595151,4.713775946
-0.353032684,-0.280696761,-0.299935515,-0.035163878,4.615998232,-0.170924674,-0.24817977,-0.238228765,-0.313889821,5.342888727,-0.239117204,-0.226629643,-0.251852414,-0.234034501,4.937125829
-0.239877796,-0.255020708,-0.248055464,-0.277036359,4.880685771,-0.4444435,-0.290931259,-0.321499762,-0.00404207,4.509596884,-0.182631536,-0.241347604,-0.244611488,-0.465752976,5.116510431
-0.29778617,-0.289478609,-0.284716358,-0.091898331,6.330328715,-0.253524128,-0.24412561,-0.240070588,-0.195423873,5.750913846,-0.250472097,-0.252322222,-0.252356476,-0.193133523,5.150365528
-0.315669585,-0.269400184,-0.196145632,-0.204343953,4.258892146,-0.375500205,-0.308149283,-0.294196561,0.095018226,5.866695791,-0.1500444,-0.207011362,-0.242888173,-0.382576383,4.949029865
-0.259261222,-0.242934547,-0.269108404,-0.273069187,4.572786142,-0.318048028,-0.331674373,-0.244304407,-0.141104475,5.280499543,-0.128249072,-0.214349767,-0.199054281,-0.449840974,5.309450501
-0.195201529,-0.17470297,-0.278276256,-0.294587118,4.370260205,-0.279404249,-0.211864651,-0.336070157,-0.018297081,5.847420524,-0.097171524,-0.204031762,-0.235128819,-0.421201482,5.030496072
-0.311718567,-0.222772511,-0.358673406,-0.142930795,5.28771937,-0.09566812,-0.18772139,-0.17621187,-0.549626635,4.836404114,-0.270418628,-0.276714911,-0.254359543,-0.19058782,5.105390803
-0.326473721,-0.236810082,-0.241938734,-0.274464866,4.003392729,-0.357756822,-0.271309758,-0.29428755,-0.12619346,4.08347819,-0.187715003,-0.269622053,-0.24343322,-0.28874271,6.022269478
-0.224158335,-0.233965552,-0.252258574,-0.315431466,4.980224925,-0.142771028,-0.294935207,-0.18226761,-0.356471378,6.158107546,-0.232485339,-0.232770936,-0.255189094,-0.259593402,5.819314008
-0.251774042,-0.279788124,-0.24000653,-0.205216364,5.82357311,-0.220237596,-0.242324022,-0.294484129,-0.27595898,5.716058532,-0.28759265,-0.276867131,-0.216895625,-0.156141632,4.193222485
-0.344444717,-0.21837916,-0.33083589,-0.182407805,4.243567671,-0.155770108,-0.254936286,-0.179507567,-0.42174791,4.415167061,-0.093461573,-0.222818568,-0.178843301,-0.501096965,5.344905273
-0.269120438,-0.319416669,-0.233465355,-0.269926618,5.821181181,-0.418898916,-0.235205539,-0.27426796,-0.123187864,4.424166235,-0.261461504,-0.229329716,-0.294547434,-0.232719861,4.301466153
-0.316424142,-0.279311752,-0.259699298,-0.168608614,5.123764486,-0.229044537,-0.270435059,-0.208304076,-0.313362886,5.240221696,-0.217825723,-0.237833808,-0.270956939,-0.272045849,5.008832785
-0.194443705,-0.264537337,-0.204360406,-0.491594007,5.678497163,-0.202225664,-0.229757674,-0.224977372,-0.289847844,4.519848021,-0.16445224,-0.227484141,-0.233909751,-0.451701564,5.337065081
-0.279991394,-0.240230373,-0.254941892,-0.177016063,5.801319654,-0.277656043,-0.284481431,-0.258914266,-0.257231934,5.119629703,-0.146003322,-0.223977258,-0.168847706,-0.516332051,5.192627347
-0.3179485,-0.281241034,-0.235750959,-0.158682002,4.741528404,-0.387210481,-0.300689819,-0.390829178,0.033308806,5.705750093,-0.318588838,-0.288000377,-0.234592396,-0.167045354,4.529662036
-0.267858115,-0.271551201,-0.291413076,-0.202347317,6.569602174,-0.30027295,-0.256213371,-0.268386434,-0.138878036,6.302016246,-0.171977872,-0.221500694,-0.246784399,-0.355216453,5.030656712
-0.337601708,-0.27468443,-0.226980581,-0.216362388,4.91109253,-0.258354869,-0.252003155,-0.24810459,-0.261572298,5.719557101,-0.264603764,-0.259342299,-0.20845594,-0.243130345,5.346950053
-0.211308068,-0.254986382,-0.214288546,-0.340750227,4.939902275,-0.292278984,-0.263382715,-0.292854666,-0.127630078,5.584040571,-0.342816628,-0.224881677,-0.285808547,-0.246183993,4.531470218
-0.217696959,-0.22922015,-0.244460699,-0.345042732,4.522963824,-0.36840577,-0.315686148,-0.293839444,-0.01136796,4.42970038,-0.164262194,-0.242802598,-0.224194076,-0.340084267,5.830329539
-0.198603465,-0.30591216,-0.227874685,-0.219017747,6.324970254,-0.302413754,-0.170434074,-0.347943217,-0.194040735,5.435685786,-0.271832977,-0.253633309,-0.236488337,-0.177211056,4.435973427
