MCCL1,,,,,MCCL2,,,,,Naïve,,,,
beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi,beta0,beta1,beta2,beta3,phi
-0.222501707,-0.24574017,-0.23549536,-0.316627735,5.408563414,-0.351801727,-0.312123905,-0.322341305,-0.028604772,6.890992278,-0.248613618,-0.211999818,-0.231245969,-0.325302273,4.137771026
-0.240771351,-0.229558597,-0.243356899,-0.250475197,4.966431211,-0.254107275,-0.293253718,-0.271891649,-0.115730232,6.731287833,-0.143747774,-0.17087536,-0.231882763,-0.432537535,4.71132284
-0.261633392,-0.275737564,-0.238415824,-0.179444353,4.578556111,-0.254181229,-0.226907713,-0.266085536,-0.390966847,4.329789238,-0.14663622,-0.178346112,-0.196634796,-0.475549356,4.126430675
-0.17288119,-0.279990882,-0.199951093,-0.299465853,5.995950302,-0.216691294,-0.247678649,-0.202719918,-0.352804178,4.980985875,-0.142005554,-0.257159267,-0.205890504,-0.340185319,5.65757208
-0.156017611,-0.275173809,-0.211640778,-0.35958825,5.331903076,-0.160212075,-0.212104287,-0.23913591,-0.303819034,5.947272658,-0.347187086,-0.277131671,-0.230892074,-0.144313417,4.235878409
-0.277558981,-0.286554048,-0.244986252,-0.161477819,5.602296236,-0.193426032,-0.241857644,-0.229623448,-0.317134102,4.880766509,-0.284855296,-0.208188246,-0.317325198,-0.176294302,4.403855954
-0.191457572,-0.204922079,-0.229579124,-0.341990262,5.325157115,-0.329421526,-0.258860792,-0.308896916,-0.07673538,5.681071516,-0.192271925,-0.219256357,-0.207467521,-0.425325089,5.337873984
-0.323270737,-0.267758389,-0.268246037,-0.188818194,5.538844289,-0.374130712,-0.248290644,-0.26520801,-0.152606759,4.178337181,-0.176641477,-0.242489345,-0.187577481,-0.381976986,5.200278088
-0.205813681,-0.245980802,-0.186449137,-0.392162004,4.464131175,-0.255417521,-0.206879452,-0.251036738,-0.335873541,5.430461259,-0.198975577,-0.23209894,-0.253763074,-0.326517603,4.493798325
-0.196845034,-0.257889704,-0.230133289,-0.303797614,4.745533643,-0.294627532,-0.282492817,-0.210596368,-0.209026539,4.936858714,-0.089119251,-0.171370285,-0.195247654,-0.551421751,5.042024097
-0.319242046,-0.189602286,-0.319961653,-0.164342171,4.362547257,-0.183941937,-0.200824786,-0.249004116,-0.384098725,4.877650941,-0.269039513,-0.265798733,-0.227339704,-0.163749784,5.871812186
-0.260645985,-0.262797665,-0.2268319,-0.208065981,5.251605552,-0.148744391,-0.222828189,-0.254896909,-0.4068399,5.832422729,-0.198602457,-0.166548842,-0.293476111,-0.350600484,4.189121019
-0.12433751,-0.230679342,-0.253423801,-0.337374947,5.606360714,-0.333224094,-0.245975085,-0.267623519,-0.111710493,4.491163507,-0.345010866,-0.272344749,-0.268673968,-0.119894564,4.268978205
-0.264183992,-0.25377618,-0.285100498,-0.142447748,4.256227561,-0.184438953,-0.232071349,-0.230965252,-0.373990764,5.22577866,-0.18376451,-0.198325329,-0.241358637,-0.451663179,5.17777689
-0.261361457,-0.253486195,-0.267834954,-0.112256691,5.284909791,-0.265566138,-0.243666787,-0.248170143,-0.261428871,4.811379573,-0.217812383,-0.220183191,-0.245361583,-0.251457714,5.794355445
-0.166551975,-0.230002305,-0.201112966,-0.329355851,6.425764481,-0.314647918,-0.281044225,-0.320035192,-0.078208025,6.852462678,-0.097720697,-0.218863857,-0.209798295,-0.42798254,5.680771328
-0.219255243,-0.253480549,-0.242568541,-0.208114247,5.35614322,-0.3275684,-0.326512761,-0.244761889,-0.129973587,5.237413531,-0.127457698,-0.269207438,-0.169140153,-0.453847366,4.78228229
-0.233268231,-0.255671542,-0.230951414,-0.263480767,5.440438575,-0.246560262,-0.165605434,-0.282925071,-0.331988843,4.759810105,-0.204579191,-0.203799316,-0.214888278,-0.352701792,4.470394287
-0.160132994,-0.19911727,-0.232394573,-0.401423467,5.628052568,-0.303828541,-0.347989881,-0.234822543,-0.111948672,4.923067032,-0.169047909,-0.198937568,-0.268947061,-0.389450225,4.906336773
-0.247162906,-0.261459091,-0.290079925,-0.224591207,4.90791964,-0.246318549,-0.241816401,-0.248585846,-0.256878065,5.564553193,-0.332119976,-0.23901947,-0.232427435,-0.200863556,4.028015589
-0.362971006,-0.32328937,-0.227262745,-0.075198573,5.354360435,-0.209279006,-0.214700551,-0.249050728,-0.347339592,4.843076069,-0.154163478,-0.219953098,-0.217469499,-0.377572054,4.393638352
-0.276636618,-0.289509703,-0.237460542,-0.254035195,3.764845861,-0.238065476,-0.272376125,-0.277586161,-0.147472977,5.221427225,-0.219186745,-0.208802678,-0.283519977,-0.253193173,5.453254458
-0.286575096,-0.244871735,-0.270886885,-0.202437255,5.402123263,-0.310275996,-0.234664661,-0.242350781,-0.187140335,4.732675952,-0.144977391,-0.254472062,-0.151696512,-0.40731592,6.247230551
-0.057380776,-0.202512646,-0.181242438,-0.506287008,5.247731676,-0.201733025,-0.235327833,-0.228609707,-0.420621898,4.017390713,-0.245104269,-0.240767478,-0.20906596,-0.3530851,4.035847539
-0.372009065,-0.235941857,-0.309531387,-0.074360672,4.77792198,-0.313598771,-0.275576764,-0.287528615,-0.191348201,4.950253671,-0.215224675,-0.181173512,-0.256106623,-0.335359762,4.837961762
-0.26652772,-0.22762887,-0.275601908,-0.186157058,5.08371095,-0.229666235,-0.274698131,-0.20159329,-0.276455286,5.296914964,-0.174452914,-0.195767298,-0.235329816,-0.422864858,4.530922458
-0.235672866,-0.221489522,-0.275053697,-0.303453617,4.775158533,-0.230154949,-0.24380248,-0.267060419,-0.290999726,5.928484892,-0.143334628,-0.219248862,-0.263082451,-0.401777112,4.843362924
-0.28392737,-0.25762774,-0.261427339,-0.149470725,5.867080347,-0.163298327,-0.209110048,-0.259581766,-0.38394633,5.64627239,-0.316702298,-0.301540487,-0.304031113,-0.014206572,4.637655317
-0.204972382,-0.200736818,-0.248313753,-0.299083039,5.69923491,-0.067961677,-0.117580726,-0.230900284,-0.660419287,4.083116805,-0.35607758,-0.254957405,-0.250061351,-0.191219866,4.964037306
-0.389387312,-0.261830028,-0.275965935,-0.10780742,4.475650614,-0.298560481,-0.286559381,-0.269541299,-0.195900517,5.155457192,-0.235877089,-0.2236825,-0.249549544,-0.303737767,4.808666028
-0.264106968,-0.248086781,-0.263099287,-0.189688809,5.06567556,-0.22638745,-0.263265169,-0.304930219,-0.189721138,7.002066795,-0.186115348,-0.203360335,-0.212076417,-0.378283394,4.565118098
-0.318462833,-0.270334919,-0.301159971,0.083455869,7.133422354,-0.116913778,-0.243086277,-0.193633083,-0.377151944,4.830226905,-0.205094244,-0.203671138,-0.302746072,-0.157901377,6.590862744
-0.251766323,-0.253033621,-0.227011843,-0.248252793,4.902215353,-0.215934949,-0.254798284,-0.231112877,-0.23406673,4.816652513,-0.173517551,-0.207069562,-0.237277673,-0.324856191,4.970569241
-0.33619235,-0.280211456,-0.233783818,-0.187830382,4.121956133,-0.203700817,-0.273455951,-0.200769754,-0.295215846,4.60887749,-0.16364568,-0.239142957,-0.234379013,-0.432292067,5.478300002
-0.170608905,-0.271542257,-0.222707858,-0.383898495,5.750748015,-0.193599225,-0.26649878,-0.235588652,-0.263551946,5.241395388,-0.210000777,-0.244096524,-0.238943506,-0.312432539,5.802445324
-0.201613737,-0.221530649,-0.264678527,-0.329325875,5.635392486,-0.217999831,-0.305940022,-0.213620932,-0.186935654,7.015429076,-0.253496134,-0.235490103,-0.277649493,-0.222976061,4.766597304
-0.189494348,-0.227899763,-0.219792831,-0.316134718,4.674823387,-0.334255056,-0.32174114,-0.251337252,0.00519999,5.522992721,-0.280344762,-0.239828273,-0.235283543,-0.253454467,4.687077256
-0.163772146,-0.284986225,-0.219955211,-0.372850265,5.650904313,-0.307656248,-0.236091345,-0.308146279,-0.12513349,5.366248905,-0.214832401,-0.244224391,-0.222128699,-0.336060651,4.694147204
-0.191098349,-0.198242907,-0.267442318,-0.304599192,5.367195806,-0.316737482,-0.258240549,-0.271814897,-0.220469856,4.680369069,-0.271891356,-0.241467428,-0.268445894,-0.247774553,4.963608063
-0.204058872,-0.291661829,-0.172541551,-0.326602076,5.202285555,-0.141712542,-0.212099125,-0.226036377,-0.437701504,5.623945432,-0.185264781,-0.233677948,-0.21369262,-0.39475301,4.930963263
-0.321618753,-0.274707997,-0.240652094,-0.107920156,5.222813716,-0.337811443,-0.276473522,-0.231811671,-0.195276234,4.648699379,-0.177395835,-0.240368801,-0.203501634,-0.310183484,4.893215099
-0.31817362,-0.263811942,-0.274506916,-0.191911631,4.484833002,-0.286207825,-0.264087118,-0.29239014,-0.143647087,5.336561817,-0.194420206,-0.210915695,-0.260098451,-0.294083899,4.794754587
-0.346014723,-0.279740537,-0.259998212,-0.118555239,4.989371307,-0.417518419,-0.319623051,-0.289265994,0.070687306,5.819886029,-0.149507304,-0.227878155,-0.172682378,-0.433048355,4.674647753
-0.192395427,-0.184802025,-0.269330651,-0.281458948,4.86212408,-0.230895765,-0.193685638,-0.280906855,-0.320801432,6.383841382,-0.159519608,-0.204288106,-0.252543299,-0.406602139,5.425455499
-0.241414521,-0.251319293,-0.213701195,-0.316767782,5.067602227,-0.19462173,-0.244894787,-0.263019058,-0.231435358,6.387823866,-0.067326388,-0.142869501,-0.155741227,-0.664706025,4.306622318
-0.19255176,-0.216132477,-0.299418394,-0.357768467,4.314853954,-0.3011911,-0.248397614,-0.307013319,-0.164128934,5.436945155,-0.236392604,-0.243078829,-0.22061494,-0.32357577,4.301299589
-0.206650563,-0.304062577,-0.207122343,-0.271237712,5.455957972,-0.329063844,-0.258374539,-0.289647158,-0.047078523,5.381494716,-0.136458537,-0.24077616,-0.211290698,-0.353250594,5.486116131
-0.15491605,-0.226635084,-0.208369451,-0.42528406,5.273259126,-0.270008154,-0.254852008,-0.2749739,-0.081453916,4.979159996,-0.196518363,-0.249634899,-0.209429091,-0.342189859,4.855649957
-0.249564594,-0.259185818,-0.288756513,-0.180264479,6.067557779,-0.322046987,-0.253504132,-0.296494361,-0.08721056,5.289780945,-0.186284781,-0.193713485,-0.258318074,-0.377576366,5.191951676
-0.243145802,-0.271439092,-0.225901442,-0.17052084,5.78822208,-0.20841357,-0.287606413,-0.258312545,-0.244203642,5.613132172,-0.1890686,-0.210199317,-0.26823768,-0.399152333,4.769996546
-0.267677524,-0.233190572,-0.258380187,-0.218387892,5.654979666,-0.224035247,-0.29362256,-0.251106123,-0.312702745,5.054576492,-0.308044015,-0.293975874,-0.235341527,-0.152600958,4.97338787
-0.199365079,-0.241953964,-0.254451701,-0.245567592,5.425378129,-0.292313892,-0.196730737,-0.298695085,-0.190813916,5.225979638,-0.228831715,-0.213252973,-0.230299655,-0.378527793,5.011881556
-0.237959968,-0.224606095,-0.230454288,-0.350650635,5.113250472,-0.306757101,-0.283884259,-0.25230482,-0.147742941,4.962488875,-0.358768087,-0.244007496,-0.236630021,-0.207473284,4.304246855
-0.189749055,-0.243534287,-0.185107364,-0.41767858,4.923649016,-0.250917952,-0.224253291,-0.280096807,-0.233643473,4.829220354,-0.246720058,-0.285717404,-0.254382967,-0.247457658,4.460267941
-0.167601706,-0.270408135,-0.220253807,-0.401591305,4.701372759,-0.299788008,-0.296087981,-0.24969275,-0.140028976,5.191001439,-0.280223677,-0.273203552,-0.246915378,-0.217576448,5.205762972
-0.211369827,-0.253709081,-0.237878111,-0.276744501,5.444181158,-0.192949031,-0.264526013,-0.245392399,-0.365614236,6.510446989,-0.18606837,-0.267770914,-0.176400835,-0.359187079,5.949718229
-0.126226031,-0.284335768,-0.209279648,-0.487807585,4.460643375,-0.167088472,-0.236693528,-0.234985269,-0.346091927,4.706890983,-0.137778875,-0.259873652,-0.199388532,-0.405360533,5.228231065
-0.148867504,-0.199507081,-0.200985755,-0.431649448,4.437464031,-0.239107219,-0.270906119,-0.232831046,-0.375289665,4.827385697,-0.270189534,-0.262441627,-0.217156097,-0.301422269,4.962271969
-0.159806945,-0.232436805,-0.188800793,-0.500141048,5.081062563,-0.182924504,-0.276822891,-0.253954297,-0.333777397,6.115531856,-0.212176299,-0.205444724,-0.224737932,-0.343323783,4.21820763
-0.234824353,-0.268323382,-0.19903839,-0.243716356,6.645790073,-0.28867672,-0.237593685,-0.193859353,-0.293464501,4.147903696,-0.222919211,-0.244541357,-0.260540213,-0.306329516,4.511930287
-0.13723631,-0.184741158,-0.267519564,-0.398612601,5.562584121,-0.264198644,-0.245385189,-0.231536767,-0.300067209,4.876833775,-0.184911381,-0.22633718,-0.233149871,-0.396062821,4.130098141
-0.335420321,-0.285855805,-0.253723315,-0.165665953,4.724843528,-0.292346515,-0.276371623,-0.247994094,-0.117751237,4.854044954,-0.1970284,-0.268182336,-0.197949297,-0.309454517,5.045205134
-0.253064008,-0.233195444,-0.272770943,-0.225758757,5.476570926,-0.180192824,-0.204283073,-0.253543675,-0.442860842,4.855116958,-0.166340272,-0.186885764,-0.207151508,-0.458833244,5.096191727
-0.218205056,-0.227059641,-0.194059909,-0.410782528,4.040874729,-0.267247851,-0.236201218,-0.282232724,-0.213046679,4.509318948,-0.362095178,-0.252472204,-0.264853965,-0.138664888,4.388045111
-0.33605409,-0.25023753,-0.278463815,-0.202192849,5.606960431,-0.271522238,-0.236357618,-0.243913456,-0.146097645,5.150978963,-0.262230891,-0.201148083,-0.28975877,-0.309512713,4.138118993
-0.300009991,-0.209517172,-0.283306582,-0.33306399,4.704834969,-0.33465228,-0.295198036,-0.268418698,-0.122674711,5.085955979,-0.192542643,-0.196100203,-0.232020666,-0.251036684,6.561210815
-0.178526472,-0.216366048,-0.244743147,-0.361647805,5.936539382,-0.232567099,-0.252539468,-0.275725177,-0.253207846,5.007000852,-0.246145299,-0.213964758,-0.241072405,-0.267163988,5.11047917
-0.260005708,-0.24215234,-0.282093635,-0.222720549,5.240029993,-0.151517074,-0.198696467,-0.273423808,-0.30994658,6.640876672,-0.253191342,-0.250572106,-0.191589015,-0.369592697,4.055657189
-0.266716719,-0.260823829,-0.254774845,-0.191353593,5.238069047,-0.181420885,-0.240604353,-0.209812178,-0.330387573,6.394070463,-0.092856127,-0.191892908,-0.239553057,-0.441849036,5.397382661
-0.307218815,-0.298716122,-0.267700409,-0.056457464,5.53073493,-0.240982704,-0.284712355,-0.241704949,-0.267246431,5.045197582,-0.22575719,-0.224906053,-0.249114655,-0.212619699,5.429540006
-0.344784121,-0.253542184,-0.283344572,-0.051015969,5.477161476,-0.122997186,-0.242401217,-0.165150121,-0.488286562,5.575247447,-0.241579232,-0.295987383,-0.230936135,-0.148069456,5.013183063
-0.294522441,-0.278835105,-0.285369038,-0.077302758,5.762615015,-0.193861103,-0.207959037,-0.205968515,-0.382533152,5.000298417,-0.129415537,-0.24940086,-0.223000128,-0.392390315,5.863310201
-0.20844273,-0.237847213,-0.310487078,-0.2038897,6.006556574,-0.252927958,-0.249424215,-0.230384896,-0.324299035,4.218249932,-0.151365875,-0.25891311,-0.252040942,-0.273060518,5.625718451
-0.23382829,-0.284898441,-0.240301235,-0.193702629,6.159798519,-0.226806924,-0.227293012,-0.256036854,-0.355657701,5.498128641,-0.139814195,-0.253171756,-0.172491782,-0.449565043,4.979131394
-0.105401333,-0.19251123,-0.201067012,-0.482718076,5.577733868,-0.17460741,-0.226886685,-0.271011142,-0.350138722,6.066356376,-0.283506236,-0.262809522,-0.181198782,-0.34428536,3.871327643
-0.231694319,-0.211410552,-0.256402445,-0.261806581,5.086847281,-0.273953866,-0.230118379,-0.252470216,-0.28240892,4.785256684,-0.280890408,-0.185734736,-0.273894414,-0.25252223,5.408937778
-0.225167647,-0.230214968,-0.224714588,-0.338054689,4.851089557,-0.198028771,-0.242654941,-0.220631521,-0.348398206,5.303873875,-0.338069891,-0.237564561,-0.265921312,-0.204515951,4.162893401
-0.130086748,-0.202155968,-0.270284409,-0.41593313,5.677320036,-0.398714528,-0.253745093,-0.27413331,0.036356591,6.002987331,-0.136735435,-0.164633489,-0.299959631,-0.441724177,4.85810665
-0.265158723,-0.277523009,-0.200511315,-0.234844752,5.031008185,-0.226710517,-0.255322058,-0.221780568,-0.259019269,5.951374451,-0.262246928,-0.270303305,-0.220598935,-0.264367811,4.501753344
-0.338044337,-0.315350579,-0.256391884,-0.105567452,3.958398452,-0.298382228,-0.270325214,-0.259651573,-0.21507911,4.69349792,-0.244661661,-0.271265963,-0.24183688,-0.273117788,4.907029146
-0.401026634,-0.310181045,-0.291839842,-0.101112528,3.505897709,-0.334244393,-0.279930045,-0.244458881,-0.176802232,5.109529029,-0.212226843,-0.224780008,-0.241714607,-0.29420993,4.367184726
-0.205171084,-0.23839399,-0.261747794,-0.207028731,6.440195894,-0.222867651,-0.269710776,-0.203125027,-0.241642341,4.285350508,-0.223491556,-0.209991875,-0.21705109,-0.388180579,4.514374024
-0.369848163,-0.266871679,-0.283878691,-0.062713171,5.545464265,-0.367737384,-0.268758455,-0.32068392,-0.093796209,4.972504041,-0.269501524,-0.239362003,-0.220935439,-0.302263444,4.453687855
-0.27345784,-0.273310421,-0.238797263,-0.231006187,4.720161802,-0.197853661,-0.266967299,-0.22275818,-0.162268682,7.167164644,-0.204004356,-0.269776185,-0.272147887,-0.316651935,4.489799362
-0.257592002,-0.282776751,-0.227222435,-0.212990827,4.346462495,-0.360945811,-0.293829051,-0.265545448,-0.089669276,4.803251824,-0.237917084,-0.2095659,-0.199833001,-0.493288143,4.24296293
-0.231238273,-0.265637376,-0.259541961,-0.14975809,5.605872853,-0.283216304,-0.253612368,-0.281660039,-0.198204795,4.735446612,-0.287871227,-0.244604819,-0.252380816,-0.353898791,4.157697422
-0.328080823,-0.234943526,-0.260967512,-0.268729296,4.262871333,-0.265832611,-0.268084529,-0.242651536,-0.220301042,4.837356525,-0.212202967,-0.207069964,-0.210274295,-0.451007942,4.428641003
-0.246754023,-0.224436489,-0.27722345,-0.315878004,4.482733205,-0.217009597,-0.25827305,-0.243415942,-0.254013266,5.097307042,-0.259923457,-0.286448551,-0.252627961,-0.239211447,5.037016692
-0.26528815,-0.281046153,-0.283456113,-0.183727041,5.557722945,-0.18107593,-0.259313589,-0.247070107,-0.354631434,5.219703816,-0.227101763,-0.234225945,-0.215569207,-0.297622616,4.607051964
-0.222538223,-0.219010069,-0.230465557,-0.324327193,4.540801803,-0.205945082,-0.231566258,-0.275717803,-0.357638747,4.99012283,-0.227332086,-0.250639238,-0.232915727,-0.26206112,4.218931605
-0.113784574,-0.205161246,-0.213795109,-0.399780049,5.483484089,-0.25123584,-0.233796913,-0.167065058,-0.407151502,3.839358952,-0.298482391,-0.238539533,-0.24450497,-0.245936478,4.348404174
-0.238068308,-0.202509969,-0.256345106,-0.257628274,5.253240578,-0.245715463,-0.157684342,-0.301585286,-0.291031767,4.614848271,-0.267621461,-0.236632558,-0.254241344,-0.249762512,4.925490267
-0.284047263,-0.237963922,-0.313742511,-0.215588522,4.853087389,-0.313517214,-0.30829761,-0.273772855,-0.116004335,4.950119248,-0.258089464,-0.251684715,-0.219112024,-0.292329604,4.277090883
-0.150384223,-0.187863299,-0.249724384,-0.438703886,5.681276532,-0.359589879,-0.248273751,-0.31303029,-0.152767281,4.618049529,-0.165707829,-0.210863345,-0.212013622,-0.344002395,4.775829746
-0.207621045,-0.260353242,-0.205835887,-0.317244143,5.52241352,-0.207417931,-0.265522988,-0.224600594,-0.20666517,5.303962941,-0.171086135,-0.242910279,-0.239829632,-0.410495101,4.866098983
-0.237302209,-0.244849994,-0.240070805,-0.323939744,5.327656349,-0.198399929,-0.307717308,-0.214867579,-0.276858792,5.632549951,-0.305940331,-0.261387242,-0.22848334,-0.226560808,4.253042405
-0.291343163,-0.272381181,-0.272146116,-0.185646877,5.360339239,-0.228899504,-0.295787956,-0.251672091,-0.227685032,5.13331321,-0.214116207,-0.213110918,-0.237587876,-0.336184921,5.074071766
-0.336461667,-0.257935789,-0.315246239,-0.102198002,4.444790603,-0.234622404,-0.195553601,-0.296344741,-0.299186653,4.236814662,-0.195551665,-0.248477781,-0.225848931,-0.335943555,4.997452633
-0.231109096,-0.208072458,-0.276779359,-0.262077197,5.330025735,-0.158681275,-0.200779185,-0.216073959,-0.498807079,3.591066946,-0.175337885,-0.160681733,-0.212884911,-0.563148653,4.270176784
-0.244270784,-0.236732133,-0.213718906,-0.343844087,4.774813341,-0.17443228,-0.236335966,-0.225327531,-0.393332662,4.173088543,-0.278846446,-0.224661532,-0.291143773,-0.240137192,4.767168363
-0.308888926,-0.253635362,-0.298783185,-0.085837868,5.93939339,-0.155697405,-0.260124615,-0.176548792,-0.399754971,5.693920809,-0.152820319,-0.228335459,-0.203988558,-0.436174002,4.749727013
-0.154395854,-0.224318723,-0.212999635,-0.377349459,5.038934361,-0.213661066,-0.253192125,-0.227356945,-0.282903242,7.209088203,-0.084971142,-0.206698786,-0.166667051,-0.575221815,4.962411659
-0.237629492,-0.30579472,-0.197351795,-0.336482022,5.417964254,-0.19635468,-0.251610628,-0.254572802,-0.283750161,5.582660317,-0.271022256,-0.274448437,-0.246613971,-0.141988121,5.563080678
-0.252523726,-0.283894781,-0.252174848,-0.166308886,6.417620441,-0.141968798,-0.21589613,-0.245806207,-0.401950691,5.411391181,-0.139277334,-0.222807088,-0.202372842,-0.467704385,5.544276711
-0.266760377,-0.223728142,-0.315275393,-0.135473915,6.004380202,-0.173132613,-0.239867533,-0.255422363,-0.318688703,5.426601792,-0.291507177,-0.311574502,-0.219567774,-0.160786857,5.207531103
-0.331134461,-0.213201094,-0.301280909,-0.141803457,5.327884645,-0.287516386,-0.285236594,-0.269724307,-0.088737653,5.518614393,-0.139305259,-0.195264953,-0.196593731,-0.466250277,4.173267685
-0.297876947,-0.256683794,-0.255962862,-0.184373034,5.036665121,-0.172125365,-0.216487665,-0.236385188,-0.40971683,5.475216786,-0.245263845,-0.249159344,-0.225355177,-0.281722859,4.644410619
-0.281393206,-0.282974781,-0.203899479,-0.186047156,5.354725249,-0.262832783,-0.257013276,-0.250459783,-0.240121102,5.489493028,-0.146352811,-0.197249935,-0.185053671,-0.431483532,4.192806198
-0.320815334,-0.254945379,-0.228474579,-0.271773258,5.414632638,-0.132923044,-0.25240962,-0.245101064,-0.40010513,5.499919579,-0.20721624,-0.211112922,-0.256391283,-0.211910609,4.964679816
-0.211636754,-0.253093269,-0.266040897,-0.253759319,5.680116944,-0.378991614,-0.326434426,-0.260913114,0.05906377,4.662600321,-0.314874937,-0.213589704,-0.277232705,-0.263826844,4.381181072
-0.30026553,-0.276629784,-0.263625903,-0.131079938,6.247326904,-0.346310839,-0.252499753,-0.303890468,-0.039476552,5.470249842,-0.175585095,-0.225237124,-0.257913709,-0.319319008,5.363218056
-0.333763674,-0.312957092,-0.284244394,-0.045502738,5.059996841,-0.217781675,-0.25666931,-0.251768886,-0.254539927,5.273951236,-0.156168393,-0.187970682,-0.215455846,-0.456034505,4.65809596
-0.361734996,-0.253670135,-0.322005053,-0.061545649,4.413928339,-0.247698309,-0.288915965,-0.254246543,-0.163755611,5.6800253,-0.23777589,-0.275844211,-0.198634535,-0.323063518,4.085211692
-0.276377609,-0.276579297,-0.267845942,-0.082405409,5.302799357,-0.241609971,-0.223564281,-0.265706993,-0.26394975,5.445580644,-0.297276056,-0.274604526,-0.234330409,-0.157641714,6.059967731
-0.280338265,-0.264821888,-0.215782498,-0.214743042,4.573109021,-0.30903145,-0.313284433,-0.267582054,-0.169622257,4.861524491,-0.196937322,-0.250060225,-0.221940614,-0.371501077,5.199398486
-0.268798646,-0.200109196,-0.276473683,-0.290419935,4.935559849,-0.250546736,-0.285457956,-0.243407041,-0.176048355,5.344710595,-0.248750979,-0.199634718,-0.246551338,-0.324632077,4.344811254
-0.296975761,-0.171414897,-0.270958728,-0.249960117,3.954865942,-0.383963047,-0.29392328,-0.272082741,-0.100053457,4.150403467,-0.208456057,-0.200805929,-0.216254214,-0.383571243,4.975194288
-0.162071401,-0.243934449,-0.231195719,-0.436908468,5.081143031,-0.183905899,-0.234348124,-0.259251549,-0.226786555,5.641498347,-0.266818335,-0.254676402,-0.244176724,-0.278523492,4.207819943
-0.345145924,-0.268003654,-0.245300486,-0.20587997,4.511080819,-0.441581787,-0.425130875,-0.27001269,0.168747073,5.895673545,-0.227976363,-0.219199598,-0.233610699,-0.268191139,4.860101303
-0.16837766,-0.223591726,-0.245044163,-0.266400968,5.86145514,-0.173221254,-0.218389215,-0.234714493,-0.342963606,4.453293564,-0.281339368,-0.215225766,-0.242559293,-0.335601075,4.372884232
-0.12317481,-0.229755541,-0.180966447,-0.386656975,5.221520275,-0.339006084,-0.270686055,-0.257374846,-0.037932386,5.532597865,-0.173298936,-0.251075992,-0.207165433,-0.343684629,5.295672032
-0.352059215,-0.297196032,-0.256464137,-0.174988274,4.76891588,-0.332408341,-0.210224736,-0.293523189,-0.171449106,5.672898693,-0.269622072,-0.191059632,-0.244818406,-0.389724288,3.852250076
-0.291370302,-0.295814895,-0.29877678,-0.085921829,5.471300803,-0.234515223,-0.193360952,-0.262411032,-0.351114333,4.79243659,-0.13544207,-0.200990133,-0.246097075,-0.361165247,5.936690434
-0.346780299,-0.264030948,-0.287710848,-0.068532744,4.767378449,-0.347072286,-0.232484632,-0.344552124,-0.154169017,4.521486117,-0.358759049,-0.225507705,-0.243432335,-0.196991557,4.437418121
-0.267741537,-0.252018054,-0.255060055,-0.245008792,5.307682272,-0.324404967,-0.283669765,-0.308941896,0.03115668,6.39176757,-0.134499119,-0.225778108,-0.232499077,-0.306955427,6.499950564
-0.229788981,-0.257850217,-0.305832632,-0.164725083,6.262660776,-0.254532666,-0.290267537,-0.23976669,-0.307747713,5.57373455,-0.099607745,-0.185219426,-0.226337245,-0.550150921,4.590474854
-0.195135199,-0.206759919,-0.27128569,-0.30023925,6.116152227,-0.251830698,-0.221094651,-0.255778578,-0.300432478,4.532586431,-0.275128773,-0.210429579,-0.254955,-0.308957781,4.230157104
-0.188759239,-0.218572985,-0.216723621,-0.358190045,4.025314892,-0.207043174,-0.221332579,-0.227254529,-0.29403914,6.115144707,-0.304483421,-0.255780039,-0.269912244,-0.220783086,4.660858348
-0.234493903,-0.236118193,-0.255913494,-0.306610701,5.41697262,-0.166519929,-0.274119372,-0.202225261,-0.350298192,4.716274194,-0.229658928,-0.22563397,-0.21927224,-0.28163069,4.283398977
-0.248137405,-0.298836147,-0.209288251,-0.24180447,6.048060501,-0.275951029,-0.294860048,-0.243551573,-0.091100159,5.987825302,-0.2473606,-0.280703291,-0.23533381,-0.18396735,6.285761503
-0.280785166,-0.247529681,-0.241765823,-0.239817617,4.554341846,-0.318498422,-0.262227868,-0.216156042,-0.263209814,4.583366916,-0.223418881,-0.291728329,-0.198482538,-0.267038357,4.329636406
-0.204892672,-0.268146698,-0.252253055,-0.264737562,5.244161929,-0.148055302,-0.242798491,-0.178670207,-0.432499047,5.29144367,-0.280429481,-0.275965508,-0.255071665,-0.212546938,5.080792827
-0.198786079,-0.212599805,-0.28911227,-0.282310392,4.861539968,-0.214673836,-0.22915709,-0.246991263,-0.380710164,4.436393356,-0.181924578,-0.220174275,-0.280024538,-0.309310376,5.966653902
-0.195868532,-0.18459564,-0.275683382,-0.339986768,4.310040931,-0.321288722,-0.283321958,-0.241226095,-0.201538976,4.83295669,-0.22860514,-0.261041354,-0.219892583,-0.329956843,5.050860615
-0.114438818,-0.156530826,-0.224718347,-0.511382561,5.287292774,-0.308759797,-0.286761541,-0.287661427,-0.106536488,4.99306216,-0.37360357,-0.272576854,-0.253846597,-0.140377918,4.439807286
-0.234519917,-0.258538678,-0.213247018,-0.27921759,5.616415771,-0.2560033,-0.318176322,-0.229963079,-0.220256654,6.196581406,-0.176160643,-0.227473733,-0.24456996,-0.362917125,5.079944813
